name,lon,lat,May,June,July,Aug,Sep,Oct
50347,121.489751,31.2004221,2906.048869,2991.583411,2992.554004,2933.834888,2759.879583,3726.85753
50349,121.489067,31.1996316,3635.155008,3681.480615,3572.704969,3592.70349,3534.796662,3223.105583
50350,121.488685,31.1992705,4280.649654,3956.994376,4017.812442,4207.737912,3930.454712,4227.055016
50351,121.494699,31.2018766,3732.747289,4001.321043,3763.638341,3660.85465,3290.141977,3378.748425
50352,121.494423,31.2020991,3732.747916,4001.320197,3763.638416,3660.855731,3290.142456,3378.74943
50353,121.494824,31.2025089,2430.935972,2758.352326,2519.489985,2546.134341,2826.941253,2757.722466
50354,121.495044,31.2024156,2430.934063,2758.350294,2519.488018,2546.132374,2826.939506,2757.721767
50355,121.495797,31.2035716,2577.359157,2300.100839,2423.211028,3075.381671,3314.667775,2827.159395
50356,121.495584,31.203763,2900.727608,2868.884155,3100.74493,3210.905585,3320.848166,3646.66885
50357,121.495962,31.2043812,3300.550178,2932.597851,3248.314156,3155.834291,2711.630978,3013.029558
50358,121.49632,31.2042136,3300.54954,2932.595664,3248.313734,3155.835812,2711.63185,3013.029882
50359,121.492086,31.2046376,2975.863395,3182.780348,3326.108809,2496.900874,2026.224203,1459.549813
50360,121.492586,31.2044885,3564.600476,3615.001004,3730.851439,3805.497936,2832.975716,2375.541971
50361,121.493074,31.2043035,3571.578475,3494.207636,3496.330149,3362.02706,2819.227068,2959.267456
50362,121.493545,31.2040705,3027.987273,3694.589624,3319.482498,2972.281434,2971.198893,2962.674613
50363,121.494013,31.2038315,3252.794079,3720.129899,3336.196787,3009.28849,2715.534706,2051.233305
50364,121.494474,31.2035877,3490.531124,3893.189336,3881.975598,3187.766137,2584.280986,2330.149571
50365,121.494947,31.2033623,3637.106089,3883.213477,3940.677431,3610.066495,3356.696993,3158.24903
50366,121.491627,31.2052349,3826.922307,3813.549284,3990.454447,4183.96287,3938.414586,3948.084287
50367,121.492356,31.2055304,3008.595435,3200.616154,3086.030411,3176.155715,3205.587278,3480.185178
50372,121.493923,31.2043771,3366.348377,3274.977616,3345.330057,3444.053433,3380.664279,3146.59085
50373,121.493444,31.2045781,3443.603209,3357.858761,3479.607016,3230.679143,2565.185063,2579.252008
50374,121.492971,31.2048046,3370.651714,3474.283741,3547.60874,3228.28929,2673.288217,2418.278211
50377,121.495539,31.2046295,3300.550949,2932.600517,3248.314725,3155.832584,2711.630316,3013.029403
50381,121.496473,31.2060086,3583.681786,3573.913064,3567.761827,3437.170275,3183.868775,3289.690061
50382,121.496626,31.2055115,4095.297079,4276.268667,4149.32254,4080.62208,3639.402107,3102.166728
50383,121.495731,31.2058498,3617.751759,3917.981926,3913.337745,3483.490435,3642.813879,3870.951802
50386,121.500565,31.2021966,3782.934451,3580.36619,3956.212086,3889.587933,3682.362111,3592.139138
50389,121.50174,31.2039629,4327.157536,4254.014663,4382.108102,4316.807363,4261.443057,3958.216912
50392,121.501518,31.2012399,2277.713416,2385.629681,2533.65893,2432.209887,2275.480904,2236.875372
50393,121.502764,31.2045428,4147.588114,4330.323001,4330.985875,4264.968695,4335.937714,4152.06909
50394,121.505616,31.2052068,3762.673513,4055.678069,4053.611752,4110.705142,4121.612897,4373.77171
50395,121.505583,31.2051961,4111.87875,4224.52086,4162.628827,4481.839248,4231.230929,4237.200945
50396,121.505561,31.2051801,4111.878686,4224.520827,4162.628773,4481.839223,4231.23086,4237.200887
50397,121.504606,31.2047528,4408.523738,4341.547237,4272.637747,4399.550254,4596.946229,4354.31551
50398,121.504114,31.2045666,4109.789988,4483.895675,4287.9702,4354.380762,4233.034233,4180.389561
50399,121.503623,31.2043788,3948.507809,4059.708422,4122.463619,4184.225068,4321.207204,4270.333324
50403,121.502348,31.203328,2028.178601,2114.012231,2027.464465,1939.404661,2555.165927,2696.578512
50404,121.503061,31.2022213,2398.037669,2300.363824,2402.665271,2534.036919,2945.343812,2740.536454
50405,121.502822,31.2026896,2743.789979,2674.359075,2611.936826,2118.998528,1872.81493,1886.355121
50406,121.502767,31.2015447,1207.062375,1693.973815,1579.675534,1194.170114,813.1493675,682.3824337
50407,121.502275,31.2013709,343.6272415,555.5084162,399.4259771,548.6271121,1129.567973,662.1690926
50408,121.501793,31.2011657,501.7630102,557.9321216,506.1592855,723.4303068,1200.18731,1452.718447
50409,121.50335,31.2039721,3867.209786,3984.174973,3855.141105,3943.060123,3347.753576,1993.543051
50410,121.502853,31.2038302,3485.023908,3801.766031,3507.534142,3086.335784,2369.58464,1900.962696
50411,121.504368,31.2041255,2975.342131,2998.102562,2765.719004,3044.816,3013.192973,3697.912745
50412,121.504872,31.2042483,3129.703667,3360.48884,3401.666973,3276.669019,3049.833526,3070.542976
50413,121.505078,31.2046817,3386.026389,3411.67868,3537.064928,3404.75351,3323.668069,3793.582701
50414,121.503328,31.2032728,2224.784676,2924.232999,2297.911676,2306.928795,1651.369408,1506.043187
50415,121.502857,31.2030456,2251.943479,2546.916026,1928.945535,1582.621239,1767.760845,1502.619934
50416,121.503507,31.2012751,1854.890789,2073.649489,1965.714012,2126.488975,1951.719202,2303.462958
50417,121.503746,31.2008094,2223.472452,2420.769536,2518.380195,2395.17167,2760.542091,3116.99396
50418,121.504641,31.2027818,1180.124714,1093.132482,1228.407897,1256.086123,1673.792603,1558.375791
50419,121.504414,31.2032522,2127.252919,2298.424212,2328.545158,2121.398521,1872.750104,1840.367498
50420,121.503965,31.2034759,2726.83589,3076.612034,2931.294474,2742.043237,3142.107687,1766.184742
50421,121.504404,31.2021305,2978.914251,2791.484098,2948.065335,2976.628179,2290.486429,1559.967522
50422,121.503909,31.201961,1552.005223,2046.473955,2010.379863,1487.085452,1719.773971,1703.660163
50423,121.503416,31.2017836,1430.6551,1549.02397,1376.287795,1808.989699,1843.852301,1597.98981
50424,121.50515,31.2018671,1776.870693,1672.091455,1862.348379,2135.718365,2305.494513,2058.139401
50425,121.50539,31.2014028,1474.60739,1401.293484,1441.619854,1532.120069,2358.623015,2540.501269
50426,121.505377,31.2025261,1381.697167,1956.861853,1423.001423,1358.707564,1384.530369,1072.924113
50427,121.505876,31.2026893,973.5290048,1541.770272,1217.10479,921.3384727,1086.09333,916.4438789
50428,121.506394,31.202759,1625.774451,1683.200098,1850.690751,1896.096665,982.3003167,742.4953414
50429,121.506916,31.2027763,2122.387836,2025.155795,2142.354694,2595.570236,1756.543544,1194.43571
50430,121.507432,31.20269,2483.164981,3167.666019,3017.056005,2254.732615,1913.463412,1916.572547
