FID,lng,lat
19895,121.6290983,31.28742818
19896,121.6296242,31.2874288
19897,121.6254337,31.28606661
19898,121.6254337,31.28659258
19899,121.6254337,31.28711856
19900,121.6254337,31.28438278
19901,121.6254337,31.28490876
19902,121.6254337,31.28543473
19903,121.6254832,31.28333423
19904,121.625484,31.28280826
19905,121.6254847,31.28228228
19906,121.6275764,31.28606661
19907,121.6275762,31.28659258
19908,121.6275565,31.28711725
19909,121.6270507,31.28554063
19910,121.6265247,31.28554063
19911,121.6259987,31.28554063
19912,121.6254727,31.28554063
19913,121.6275766,31.28438315
19914,121.6275766,31.28490912
19915,121.6275766,31.2854351
19916,121.6270507,31.28385709
19917,121.6265247,31.28385701
19918,121.6259987,31.28385693
19919,121.6254727,31.28385685
19920,121.6275766,31.2833312
19921,121.6275766,31.28280522
19922,121.6275766,31.28227925
19923,121.6304414,31.2874353
19924,121.6307,31.28707528
19925,121.6306914,31.28654937
19926,121.6306892,31.28602341
19927,121.6306893,31.28549744
19928,121.6306893,31.28497146
19929,121.6306893,31.28444549
19930,121.6306893,31.28391951
19931,121.6306893,31.28339354
19932,121.6306894,31.28286756
19933,121.6306867,31.28234162
19934,121.6385754,31.28753236
19935,121.638072,31.28739307
19936,121.6375715,31.28724815
19937,121.3551674,31.28012776
19938,121.355171,31.27960193
19939,121.3551711,31.27907596
19940,121.3551713,31.27854998
19941,121.355162,31.27802414
19942,121.3551623,31.27749846
19943,121.3551703,31.27697262
19944,121.3551722,31.27644665
19945,121.3552068,31.27592228
19946,121.3552666,31.27539991
19947,121.3552715,31.27487406
19948,121.3552728,31.27434809
19949,121.3555956,31.28195965
19950,121.3561123,31.28186568
19951,121.3566293,31.28177562
19952,121.3571493,31.28170635
19953,121.3576709,31.28164771
19954,121.3581879,31.28155735
19955,121.3587104,31.28149976
19956,121.3592274,31.28141116
19957,121.3597474,31.28135962
19958,121.3602583,31.28125368
19959,121.3602675,31.27850406
19960,121.3597681,31.27865197
19961,121.3612891,31.27828805
19962,121.3618062,31.27819428
19963,121.3623251,31.27811081
19964,121.3628437,31.27802513
19965,121.3633599,31.27793398
19966,121.3638757,31.27783879
19967,121.3643891,31.27774057
19968,121.3649029,31.27764633
19969,121.3654131,31.2775475
19970,121.3659289,31.27746372
19971,121.366451,31.27741613
19972,121.3608723,31.27785448
19973,121.3610684,31.27736867
19974,121.3613684,31.27693903
19975,121.3607841,31.28063969
19976,121.3607847,31.28011372
19977,121.3607845,31.27958775
19978,121.3607843,31.27906177
19979,121.3607763,31.27853592
19980,121.3632147,31.28079618
19981,121.3627038,31.28089668
19982,121.3621874,31.28095997
19983,121.3616687,31.28102453
19984,121.3611555,31.28110338
19985,121.3642528,31.28069365
19986,121.3647634,31.28059555
19987,121.365281,31.28053832
19988,121.3657998,31.28048606
19989,121.3663105,31.28038821
19990,121.3668267,31.28031744
19991,121.3673606,31.28022245
19992,121.36788,31.28014204
19993,121.3684005,31.28007099
19994,121.3689169,31.27998253
19995,121.369427,31.27988759
19996,121.3699525,31.27987789
19997,121.3668064,31.27978702
19998,121.3668011,31.27926107
19999,121.3667251,31.278744
20000,121.3667013,31.27821937
20001,121.3666918,31.27769386
20002,121.3689192,31.28170819
20003,121.3686187,31.281318
20004,121.3669982,31.28189149
20005,121.3669179,31.28085216
20006,121.3668483,31.28033114
20007,121.3671875,31.28197413
20008,121.3680656,31.28144374
20009,121.3678441,31.28118233
20010,121.3680957,31.2805088
20011,121.3676244,31.28074084
20012,121.3672132,31.28104905
20013,121.3681405,31.28108325
20014,121.3689132,31.28045608
20015,121.3693506,31.28057437
20016,121.3700156,31.27925022
20017,121.3699199,31.27873662
20018,121.3698629,31.27821431
20019,121.3697867,31.27769427
20020,121.3697403,31.27717115
20021,121.3736122,31.27984824
20022,121.3731346,31.27942019
20023,121.3726127,31.27948226
20024,121.3720931,31.27956053
20025,121.3715755,31.27964361
20026,121.3710522,31.279684
20027,121.3705385,31.27977738
20028,121.373566,31.27881076
20029,121.3734704,31.27829397
20030,121.3733655,31.27777878
20031,121.3737839,31.27981195
20032,121.3741613,31.27921212
20033,121.3746786,31.27912336
20034,121.3752034,31.27909492
20035,121.3757009,31.27892666
20036,121.3702248,31.28134166
20037,121.3701633,31.28082507
20038,121.3701225,31.28030494
20039,121.3698342,31.28142367
20040,121.3697872,31.28150237
20041,121.3698812,31.28254464
20042,121.3703289,31.28236898
20043,121.3702302,31.28187339
20044,121.3695829,31.28124431
20045,121.3691964,31.28109757
20046,121.3692845,31.28160751
20047,121.3736428,31.27993461
20048,121.373769,31.2799549
20049,121.3738042,31.28062066
20050,121.3739202,31.28059645
20051,121.3740004,31.28163039
20052,121.3740946,31.28214727
20053,121.3767207,31.27879394
20054,121.3772383,31.27870629
20055,121.3777643,31.27870599
20056,121.3782902,31.27870568
20057,121.3788162,31.27870537
20058,121.3793422,31.27870507
20059,121.3798681,31.27869959
20060,121.3762909,31.27831221
20061,121.376297,31.27778627
20062,121.3771889,31.28130473
20063,121.3774583,31.28190436
20064,121.3772824,31.28239439
20065,121.377875,31.28095105
20066,121.3780795,31.28046745
20067,121.3785655,31.28033168
20068,121.3790915,31.28033304
20069,121.3796175,31.28033439
20070,121.3801434,31.28033575
20071,121.3782028,31.28151302
20072,121.3787187,31.28160629
20073,121.3792298,31.28171511
20074,121.3797558,31.28171635
20075,121.3802817,31.28171631
20076,121.376923,31.28268385
20077,121.3803258,31.27981034
20078,121.3792012,31.2773626
20079,121.3802248,31.2791934
20080,121.380123,31.27815249
20081,121.3800212,31.27764591
20082,121.3800082,31.277121
20083,121.3829876,31.27842832
20084,121.3824631,31.27844908
20085,121.3819491,31.27852479
20086,121.3814353,31.27863605
20087,121.3809104,31.27865489
20088,121.3803845,31.27865495
20089,121.3835379,31.27778783
20090,121.3835275,31.27726238
20091,121.383438,31.27674544
20092,121.3840163,31.27824631
20093,121.3845423,31.27824542
20094,121.3850681,31.27824076
20095,121.3855912,31.27819632
20096,121.3861172,31.27819479
20097,121.3866428,31.27818132
20098,121.3837319,31.27877755
20099,121.3839068,31.27926868
20100,121.3840864,31.27975645
20101,121.3842104,31.28026135
20102,121.3843873,31.2807485
20103,121.3845076,31.28125718
20104,121.3804729,31.28119427
20105,121.3803853,31.28067784
20106,121.3876671,31.27814204
20107,121.3881931,31.27814238
20108,121.3887191,31.27814273
20109,121.389245,31.27814308
20110,121.389771,31.27814342
20111,121.390297,31.27814377
20112,121.390823,31.27814412
20113,121.3913489,31.27814446
20114,121.3918749,31.27814481
20115,121.3924009,31.27814516
20116,121.3929268,31.278142
20117,121.3873153,31.27967579
20118,121.3873145,31.27914989
20119,121.3871675,31.27865411
20120,121.3870639,31.27762175
20121,121.3870961,31.27710033
20122,121.3873092,31.27662238
20123,121.3875483,31.27615716
20124,121.3877592,31.27567735
20125,121.387974,31.27519967
20126,121.3868301,31.27869494
20127,121.3869556,31.27920108
20128,121.3870015,31.27972444
20129,121.3866657,31.27765699
20130,121.386731,31.27713613
20131,121.3869114,31.27664475
20132,121.387134,31.27616972
20133,121.3873332,31.27568407
20134,121.3875623,31.27521135
20135,121.3877086,31.28094088
20136,121.3875751,31.28043481
20137,121.3937239,31.27871584
20138,121.3940021,31.27916221
20139,121.394293,31.2796001
20140,121.3946004,31.28002685
20141,121.3939453,31.2780374
20142,121.3944712,31.27804121
20143,121.3949969,31.27803608
20144,121.3955083,31.27793776
20145,121.3960342,31.27794025
20146,121.3965591,31.27792302
20147,121.3971831,31.27783681
20148,121.3977091,31.27783696
20149,121.398235,31.27783711
20150,121.398761,31.27783727
20151,121.399287,31.27783742
20152,121.399813,31.27783757
20153,121.4003259,31.27792799
20154,121.4008321,31.27805267
20155,121.4013535,31.27809389
20156,121.3947698,31.28022129
20157,121.3947186,31.28022161
20158,121.3949482,31.28075098
20159,121.3951471,31.2806214
20160,121.3968608,31.28249791
20161,121.3973524,31.28231827
20162,121.397841,31.28212924
20163,121.3983277,31.28193484
20164,121.3988216,31.2817566
20165,121.3993214,31.28159278
20166,121.399838,31.28149675
20167,121.400351,31.28139396
20168,121.400865,31.28130239
20169,121.401388,31.28125564
20170,121.4023881,31.27809212
20171,121.4029141,31.27809231
20172,121.4034401,31.27809251
20173,121.403966,31.2780927
20174,121.404492,31.2780929
20175,121.405018,31.2780931
20176,121.405544,31.27809329
20177,121.4060699,31.27809349
20178,121.4065937,31.2780579
20179,121.4017414,31.2775801
20180,121.4015692,31.27708461
20181,121.4014309,31.27658189
20182,121.4012523,31.27609294
20183,121.401112,31.27558833
20184,121.4009444,31.27509156
20185,121.4018564,31.28075938
20186,121.4018565,31.2802334
20187,121.4018566,31.27970743
20188,121.4018567,31.27918145
20189,121.4018567,31.27865548
20190,121.4018615,31.27812954
20191,121.4024079,31.28130701
20192,121.4029339,31.28130695
20193,121.4034599,31.28130688
20194,121.4039859,31.28130682
20195,121.4045118,31.28130675
20196,121.4050378,31.28130668
20197,121.4055638,31.28130662
20198,121.4060898,31.28130655
20199,121.4066157,31.28130649
20200,121.4072266,31.27799319
20201,121.4077521,31.27797677
20202,121.4082697,31.27789402
20203,121.4087954,31.27788093
20204,121.4093128,31.27779331
20205,121.4098386,31.27777949
20206,121.4066982,31.27751293
20207,121.4066419,31.27699051
20208,121.4065578,31.27647211
20209,121.4065006,31.27595249
20210,121.406449,31.27543293
20211,121.4063044,31.27493475
20212,121.4072299,31.28130624
20213,121.4077558,31.281306
20214,121.4082818,31.28130576
20215,121.4088078,31.28130552
20216,121.4093338,31.28130528
20217,121.4098597,31.28130504
20218,121.4103857,31.28130481
20219,121.4109117,31.28130457
20220,121.4067039,31.2807805
20221,121.4067038,31.28025452
20222,121.4067038,31.27972855
20223,121.4067038,31.27920257
20224,121.4067038,31.2786766
20225,121.4067038,31.27815062
20226,121.4106073,31.27909135
20227,121.4104567,31.27858782
20228,121.410305,31.27808486
20229,121.4124254,31.2800738
20230,121.412892,31.28028822
20231,121.413418,31.2802868
20232,121.4117896,31.27957188
20233,121.4112636,31.27957195
20234,121.412313,31.27944999
20235,121.4124798,31.27850414
20236,121.4123711,31.27799051
20237,121.4130996,31.27901083
20238,121.4136255,31.27901077
20239,121.4141515,31.2790107
20240,121.4146755,31.27904349
20241,121.4151137,31.27927304
20242,121.4141688,31.28028786
20243,121.4146856,31.2802295
20244,121.4150808,31.27991807
20245,121.4110236,31.28044337
20246,121.4108429,31.27995628
20247,121.4134376,31.28191914
20248,121.4130155,31.28140853
20249,121.4124895,31.28140857
20250,121.4119636,31.2814086
20251,121.4114377,31.28140169
20252,121.4136456,31.28081216
20253,121.4135721,31.28132886
20254,121.4139647,31.28242878
20255,121.4144907,31.28242878
20256,121.4150167,31.28242878
20257,121.4155426,31.28242878
20258,121.4160686,31.28242878
20259,121.4140675,31.28140842
20260,121.4145934,31.28140833
20261,121.4151194,31.28140825
20262,121.4156454,31.28140816
20263,121.4161688,31.28143573
20264,121.4157495,31.27758131
20265,121.4162717,31.27927763
20266,121.4160468,31.27880518
20267,121.4159398,31.27829471
20268,121.4160888,31.2796725
20269,121.4155628,31.27967396
20270,121.4198526,31.28202547
20271,121.4201732,31.28161087
20272,121.4205446,31.28123839
20273,121.4209036,31.28085431
20274,121.4212788,31.28048687
20275,121.4216825,31.28014977
20276,121.4220827,31.27980881
20277,121.4224826,31.27946745
20278,121.4228713,31.27911398
20279,121.4232443,31.27874319
20280,121.4201303,31.28248002
20281,121.4206563,31.28248097
20282,121.4211822,31.28248193
20283,121.4217054,31.28252674
20284,121.4222313,31.28253597
20285,121.4227545,31.28258023
20286,121.4232779,31.28262355
20287,121.4238036,31.28263229
20288,121.4243296,31.28263423
20289,121.4248534,31.28266222
20290,121.416297,31.28199456
20291,121.4165917,31.28151059
20292,121.4175499,31.28120704
20293,121.4179938,31.2809396
20294,121.418337,31.28054469
20295,121.4185395,31.28006519
20296,121.4185394,31.27953948
20297,121.4184519,31.27902225
20298,121.4184276,31.27849696
20299,121.4183398,31.27797952
20300,121.4182781,31.27745892
20301,121.4182916,31.27694162
20302,121.416986,31.28098607
20303,121.4168478,31.28048473
20304,121.4166862,31.27998971
20305,121.4168917,31.28243035
20306,121.4163658,31.28242897
20307,121.4172574,31.28193168
20308,121.4237074,31.27828139
20309,121.4240796,31.27790981
20310,121.4244519,31.27753823
20311,121.4248242,31.27716666
20312,121.4251843,31.27678327
20313,121.4228229,31.27855015
20314,121.422297,31.2785515
20315,121.421778,31.27847527
20316,121.4212538,31.27845686
20317,121.4210347,31.27808158
20318,121.4210405,31.27755565
20319,121.4210403,31.27702968
20320,121.4210508,31.27650413
20321,121.4211429,31.27599184
20322,121.4211433,31.27546587
20323,121.4211436,31.27493989
20324,121.4211732,31.27441599
20325,121.4211937,31.27389138
20326,121.4253143,31.28225005
20327,121.4255773,31.28179537
20328,121.4258438,31.28134322
20329,121.4261188,31.28089601
20330,121.4263649,31.28043165
20331,121.4266337,31.27998103
20332,121.4269021,31.27953123
20333,121.4271602,31.27907548
20334,121.4270316,31.27831958
20335,121.4266599,31.27794746
20336,121.426267,31.27759819
20337,121.4258712,31.27725194
20338,121.4254886,31.27689106
20339,121.4277421,31.27832963
20340,121.4281979,31.2780767
20341,121.4286606,31.27782763
20342,121.429131,31.27759222
20343,121.4296013,31.27735682
20344,121.430072,31.27712208
20345,121.4305459,31.27689638
20346,121.4309673,31.27658277
20347,121.4294129,31.28039578
20348,121.4290141,31.28005416
20349,121.4286159,31.27971101
20350,121.4281995,31.27939017
20351,121.4277932,31.27905617
20352,121.4273901,31.27871828
20353,121.4388603,31.27906536
20354,121.4396207,31.27906841
20355,121.4401383,31.27902562
20356,121.4404333,31.27934888
20357,121.4405592,31.27984109
20358,121.4410592,31.27997997
20359,121.4415837,31.27999637
20360,121.4382846,31.27933815
20361,121.4391006,31.2785757
20362,121.4391011,31.27752469
20363,121.4391021,31.27699871
20364,121.439597,31.27794843
20365,121.440079,31.27775385
20366,121.4382,31.27967309
20367,121.4368806,31.27947603
20368,121.4355185,31.27817856
20369,121.4365275,31.27843477
20370,121.4360585,31.27820436
20371,121.435644,31.27788989
20372,121.4372097,31.27894661
20373,121.437703,31.27910869
20374,121.4375329,31.27852486
20375,121.4377645,31.27805831
20376,121.4373928,31.27806445
20377,121.4376956,31.27764169
20378,121.4387534,31.27763971
20379,121.438518,31.27717277
20380,121.4380718,31.2769684
20381,121.4375805,31.27680673
20382,121.4371611,31.27651314
20383,121.4374646,31.27618094
20384,121.4398861,31.280039
20385,121.4395187,31.27967253
20386,121.439176,31.27986612
20387,121.439616,31.28045534
20388,121.436296,31.28201959
20389,121.4365889,31.28158411
20390,121.4368751,31.28114388
20391,121.4371732,31.28071194
20392,121.4374589,31.28027132
20393,121.4427832,31.2794204
20394,121.4432631,31.27925555
20395,121.4431246,31.27880739
20396,121.4431091,31.27828953
20397,121.4429118,31.27780271
20398,121.4426787,31.27733263
20399,121.4422505,31.2771191
20400,121.4424003,31.27900363
20401,121.4423631,31.27848126
20402,121.4422582,31.27796838
20403,121.4420574,31.27748533
20404,121.441196,31.28033799
20405,121.4416789,31.28013586
20406,121.4413181,31.28067186
20407,121.4403802,31.28149754
20408,121.442582,31.28096875
20409,121.4430956,31.28108023
20410,121.4436206,31.28109981
20411,121.4441466,31.28110026
20412,121.4446726,31.2811007
20413,121.4451985,31.28110114
20414,121.4457245,31.28110159
20415,121.4462505,31.28110203
20416,121.4467765,31.28110248
20417,121.4473016,31.28112671
20418,121.4476457,31.28063427
20419,121.4476987,31.28011099
20420,121.4477902,31.27959304
20421,121.447902,31.27907914
20422,121.4480401,31.27857167
20423,121.4481808,31.27806489
20424,121.4475766,31.28168333
20425,121.4481178,31.28119596
20426,121.4486436,31.28120436
20427,121.4491696,31.28120948
20428,121.4496945,31.28123775
20429,121.4502199,31.28126042
20430,121.4507444,31.28129748
20431,121.4521642,31.27909704
20432,121.4534806,31.27946167
20433,121.4530425,31.27967093
20434,121.4511849,31.27923745
20435,121.4511241,31.27975641
20436,121.4507942,31.27853929
20437,121.4503037,31.27835456
20438,121.4498199,31.27815669
20439,121.4493275,31.27797815
20440,121.4488309,31.27780723
20441,121.4483217,31.27768307
20442,121.4513951,31.27821274
20443,121.4515349,31.27770625
20444,121.4516652,31.27720124
20445,121.451649,31.27998119
20446,121.4511232,31.27997139
20447,121.4529163,31.28012005
20448,121.4535409,31.27923443
20449,121.454043,31.27875964
20450,121.4537679,31.27824464
20451,121.4539427,31.27775063
20452,121.4536409,31.27967343
20453,121.4544947,31.27942108
20454,121.4539899,31.27936596
20455,121.4537909,31.28040165
20456,121.4541524,31.28013619
20457,121.4508989,31.28079114
20458,121.4510138,31.28027946
20459,121.4525678,31.28130785
20460,121.4520418,31.28130531
20461,121.4515159,31.28130278
20462,121.4509899,31.28130025
20463,121.4531843,31.28079429
20464,121.4529782,31.28080013
20465,121.4530762,31.28029586
20466,121.4539489,31.28104974
20467,121.4542229,31.28230313
20468,121.4546111,31.28135655
20469,121.455137,31.28135808
20470,121.455663,31.28135961
20471,121.4561874,31.28139512
20472,121.456713,31.28140734
20473,121.4542957,31.28084763
20474,121.4544913,31.28036216
20475,121.454649,31.27986177
20476,121.4548172,31.27936495
20477,121.4550469,31.27889693
20478,121.4552898,31.27843478
20479,121.4555788,31.27799682
20480,121.4558668,31.27755805
20481,121.4561631,31.27712521
20482,121.4564495,31.27668516
20483,121.4535605,31.28130877
20484,121.4539805,31.28184467
20485,121.4547597,31.28206457
20486,121.4552802,31.28202226
20487,121.4557911,31.28213807
20488,121.4563148,31.28217805
20489,121.4567526,31.28240906
20490,121.4605995,31.28148083
20491,121.4607011,31.28096477
20492,121.4608147,31.28045261
20493,121.4609214,31.27994137
20494,121.4610134,31.27943224
20495,121.4610896,31.27891591
20496,121.4611932,31.27840442
20497,121.4610443,31.28192027
20498,121.4615703,31.28192024
20499,121.4620962,31.28192021
20500,121.4626201,31.28188617
20501,121.4631394,31.28180329
20502,121.4636575,31.28171756
20503,121.4569304,31.28090685
20504,121.4572147,31.28048396
20505,121.4573178,31.27997692
20506,121.4573194,31.279451
20507,121.4574634,31.27895155
20508,121.4577037,31.27848544
20509,121.4579446,31.27802036
20510,121.4581745,31.27754932
20511,121.4600026,31.2819724
20512,121.4594799,31.28192289
20513,121.458956,31.28188729
20514,121.4584435,31.28176942
20515,121.4579324,31.28164534
20516,121.4574089,31.28161224
20517,121.4608549,31.27756311
20518,121.4603838,31.27732962
20519,121.4617761,31.27804098
20520,121.4612733,31.27791509
20521,121.4626439,31.27791906
20522,121.4630147,31.27754709
20523,121.4633583,31.27714985
20524,121.4636829,31.27673743
20525,121.4639791,31.27631217
20526,121.4637257,31.28115952
20527,121.463688,31.28063556
20528,121.4635927,31.28012219
20529,121.4635494,31.27959917
20530,121.4634104,31.27910386
20531,121.4631036,31.27870048
20532,121.4626666,31.27841798
20533,121.4643088,31.28166327
20534,121.4653083,31.28141398
20535,121.4657937,31.28121144
20536,121.4662947,31.28105161
20537,121.4667966,31.28089529
20538,121.4673013,31.28074879
20539,121.467811,31.28061914
20540,121.4683178,31.28047939
20541,121.468817,31.28031358
20542,121.4693161,31.28014778
20543,121.4698153,31.27998197
20544,121.4703035,31.27978975
20545,121.4706511,31.27851015
20546,121.4705325,31.27799921
20547,121.4704443,31.27748091
20548,121.4702683,31.27699424
20549,121.469962,31.27657085
20550,121.4716731,31.2789611
20551,121.4712093,31.27920832
20552,121.4726879,31.27835331
20553,121.4722376,31.27862368
20554,121.4736171,31.2778628
20555,121.4727802,31.27777428
20556,121.4724797,31.27734688
20557,121.4721574,31.27693884
20558,121.4718713,31.27649852
20559,121.4715582,31.27607914
20560,121.4712543,31.2756527
20561,121.4741279,31.28151137
20562,121.4738561,31.28106382
20563,121.4735695,31.28062436
20564,121.4732551,31.28020703
20565,121.4729444,31.27978602
20566,121.4726485,31.27935401
20567,121.4723204,31.27894683
20568,121.474733,31.2816244
20569,121.4752058,31.28139525
20570,121.475675,31.28115902
20571,121.4761437,31.28092158
20572,121.4766156,31.28069072
20573,121.4788165,31.27829924
20574,121.4785583,31.27768389
20575,121.4784548,31.27716819
20576,121.4773214,31.27993777
20577,121.4765709,31.28015356
20578,121.4760999,31.27991949
20579,121.4756295,31.27968423
20580,121.4751748,31.27942004
20581,121.4747628,31.2790957
20582,121.4744264,31.27869237
20583,121.4741383,31.27825303
20584,121.4739173,31.27777668
20585,121.4781451,31.28155725
20586,121.4778585,31.28111941
20587,121.4788817,31.28222281
20588,121.4794075,31.28221916
20589,121.479922,31.28211637
20590,121.4804363,31.28201072
20591,121.4809386,31.28186698
20592,121.4814448,31.2817339
20593,121.4807568,31.27776134
20594,121.4803081,31.27748734
20595,121.4798537,31.27722357
20596,121.4855751,31.27849835
20597,121.4850491,31.27850034
20598,121.4845232,31.27850045
20599,121.4839972,31.27850055
20600,121.4834715,31.27848954
20601,121.4829477,31.2784454
20602,121.4824246,31.27839364
20603,121.4819194,31.2782564
20604,121.4814097,31.27813014
20605,121.4859921,31.2779602
20606,121.4859468,31.27743681
20607,121.486024,31.27691914
20608,121.4861843,31.27641819
20609,121.4866261,31.27845324
20610,121.487152,31.2784499
20611,121.4876779,31.27844984
20612,121.4882039,31.27844977
20613,121.4887299,31.27844971
20614,121.4814216,31.27753651
20615,121.481675,31.2770771
20616,121.4818651,31.27658918
20617,121.4820418,31.27609473
20618,121.4822146,31.27559803
20619,121.4823236,31.275086
20620,121.4824156,31.27456937
20621,121.4825106,31.27405336
20622,121.4814725,31.28118732
20623,121.4812782,31.28070221
20624,121.4810612,31.28022667
20625,121.4807509,31.2798076
20626,121.4803033,31.27955364
20627,121.4798631,31.2792774
20628,121.479609,31.27883307
20629,121.4796546,31.27831231
20630,121.4797397,31.27779495
20631,121.4798179,31.27727522
20632,121.4856053,31.28120359
20633,121.4850793,31.28120355
20634,121.4845534,31.28120351
20635,121.4840283,31.28121992
20636,121.4835085,31.28129696
20637,121.4829913,31.28138112
20638,121.4824814,31.28149999
20639,121.4819712,31.28161795
20640,121.4861038,31.28062684
20641,121.4860948,31.28010109
20642,121.4860966,31.27957512
20643,121.4860985,31.27904915
20644,121.4861003,31.27852317
20645,121.48665,31.2811023
20646,121.487176,31.28110145
20647,121.487702,31.2811006
20648,121.488228,31.28109975
20649,121.4901723,31.27824245
20650,121.4906983,31.2782453
20651,121.4912243,31.2782442
20652,121.4917502,31.27824271
20653,121.4902421,31.27844985
20654,121.4907681,31.27845002
20655,121.491294,31.27845018
20656,121.49182,31.27845034
20657,121.4888466,31.27792377
20658,121.4888003,31.27740066
20659,121.4886889,31.2768922
20660,121.4885332,31.27639171
20661,121.4893713,31.27844969
20662,121.4909564,31.28105184
20663,121.4914824,31.28105227
20664,121.488299,31.28057774
20665,121.4885258,31.28010691
20666,121.4888919,31.27973122
20667,121.4893251,31.27944549
20668,121.4898401,31.27936224
20669,121.4902846,31.27957889
20670,121.4904336,31.28006917
20671,121.4904319,31.28059514
20672,121.4887743,31.28105244
20673,121.4893003,31.28105207
20674,121.4898263,31.28105176
20675,121.4903523,31.28105145
20676,121.4934565,31.2802862
20677,121.4921757,31.27785885
20678,121.49213,31.27733536
20679,121.4920508,31.27681661
20680,121.491965,31.27629916
20681,121.4921668,31.2789048
20682,121.4921657,31.27943077
20683,121.4935125,31.27998008
20684,121.4935297,31.2795722
20685,121.4928102,31.27836093
20686,121.4922851,31.27838171
20687,121.493246,31.27883149
20688,121.493124,31.27933985
20689,121.4937878,31.27834456
20690,121.494521,31.27767525
20691,121.4944068,31.27716246
20692,121.4942869,31.27665211
20693,121.4941916,31.27613832
20694,121.4954416,31.27786829
20695,121.4958859,31.27758791
20696,121.4948861,31.27928022
20697,121.4947816,31.27877928
20698,121.4946614,31.2782714
20699,121.4955832,31.27890719
20700,121.4959181,31.27949683
20701,121.4954121,31.27937653
20702,121.4960934,31.27879093
20703,121.4965303,31.27848837
20704,121.4970347,31.27834249
20705,121.49685,31.27909659
20706,121.4934565,31.28079634
20707,121.4951137,31.28140519
20708,121.4959586,31.28150863
20709,121.4961331,31.28171379
20710,121.492487,31.28191864
20711,121.4926102,31.28194393
20712,121.4962437,31.28193683
20713,121.4945292,31.28232514
20714,121.4919498,31.28218862
20715,121.4929973,31.28222473
20716,121.4924082,31.28247521
20717,121.4920612,31.28057306
20718,121.4920769,31.28004982
20719,121.4925496,31.27992258
20720,121.4919887,31.28160578
20721,121.4929255,31.2808206
20722,121.4920194,31.28110041
20723,121.4925432,31.28163745
20724,121.4936272,31.28055885
20725,121.493102,31.28054188
20726,121.4941562,31.28088024
20727,121.4943744,31.28189914
20728,121.4947291,31.28136907
20729,121.4942313,31.2805478
20730,121.4952468,31.2804798
20731,121.4947967,31.28105362
20732,121.495279,31.28049793
20733,121.4955519,31.28103094
20734,121.4950602,31.28120837
20735,121.4963031,31.28229234
20736,121.4968022,31.28212632
20737,121.4973013,31.28196029
20738,121.4977958,31.28178225
20739,121.5001941,31.27946308
20740,121.5006866,31.27928051
20741,121.5011773,31.27909697
20742,121.5016704,31.27892501
20743,121.5021645,31.27874836
20744,121.4983887,31.27801385
20745,121.4980062,31.27765303
20746,121.4976172,31.27729905
20747,121.497225,31.27694873
20748,121.4993657,31.27913884
20749,121.4990389,31.27872809
20750,121.4975605,31.27813787
20751,121.497114,31.27841236
20752,121.4978006,31.27875791
20753,121.4973164,31.27987256
20754,121.4968143,31.27998332
20755,121.4983147,31.27997936
20756,121.4988387,31.27996196
20757,121.4993133,31.27974484
20758,121.5001761,31.2806946
20759,121.5004295,31.28112067
20760,121.5003262,31.28231511
20761,121.5000592,31.28186531
20762,121.4985962,31.28142461
20763,121.4990881,31.28123988
20764,121.4995763,31.28104517
20765,121.50006,31.28084114
20766,121.4978733,31.28112741
20767,121.4976647,31.28064488
20768,121.4977077,31.28018372
20769,121.5021571,31.27820587
20770,121.5019529,31.27772234
20771,121.5017253,31.27725132
20772,121.5014683,31.27679903
20773,121.5034074,31.278732
20774,121.5029625,31.27900918
20775,121.5043061,31.27819751
20776,121.5047262,31.2778847
20777,121.5051398,31.27756528
20778,121.5055537,31.27724514
20779,121.5053882,31.27976785
20780,121.5049664,31.27946673
20781,121.5045976,31.27909344
20782,121.5042138,31.27873705
20783,121.5061597,31.27966052
20784,121.5065317,31.27928875
20785,121.5069014,31.27891466
20786,121.5072266,31.27850215
20787,121.503566,31.280933
20788,121.5033055,31.28047888
20789,121.503074,31.28000679
20790,121.5028161,31.27954876
20791,121.5052127,31.28068122
20792,121.5055708,31.28029764
20793,121.5043627,31.28125431
20794,121.5038703,31.28141049
20795,121.505163,31.28164177
20796,121.5049194,31.28117612
20797,121.5063303,31.28014932
20798,121.5067998,31.28038486
20799,121.5072792,31.28059414
20800,121.507757,31.28080889
20801,121.5082256,31.28104594
20802,121.5087077,31.28124986
20803,121.5096005,31.2802101
20804,121.5105973,31.27972685
20805,121.5107528,31.27865833
20806,121.5104534,31.27908377
20807,121.5108718,31.28004663
20808,121.5116248,31.27980354
20809,121.5111781,31.27953535
20810,121.5107086,31.27971849
20811,121.5116149,31.27834362
20812,121.5121264,31.27845018
20813,121.5126361,31.27856952
20814,121.5131411,31.2787063
20815,121.5136313,31.27889225
20816,121.5070148,31.27792826
20817,121.506582,31.27763106
20818,121.5061418,31.27734457
20819,121.5079017,31.27848598
20820,121.508349,31.27876051
20821,121.5087937,31.27903913
20822,121.5092425,31.27931051
20823,121.5096809,31.27959925
20824,121.5106221,31.27804828
20825,121.5101389,31.27787157
20826,121.5096684,31.27763663
20827,121.5092105,31.27738076
20828,121.5088138,31.27703841
20829,121.50783,31.27788592
20830,121.5081753,31.27749065
20831,121.5085254,31.27709978
20832,121.5109603,31.28071672
20833,121.5114462,31.28090564
20834,121.5119605,31.28099489
