FID,lng,lat
275,121.48659,31.37438185
276,121.4835763,31.37116002
277,121.484047,31.37139448
278,121.4845176,31.37162853
279,121.4849724,31.37188895
280,121.4854437,31.37211652
281,121.4859119,31.37234805
282,121.4902718,31.37011802
283,121.4893855,31.37029339
284,121.488902,31.37009458
285,121.4884155,31.36990189
286,121.4879285,31.36971065
287,121.4874422,31.36951773
288,121.4869553,31.36932608
289,121.4864835,31.36909472
290,121.4859966,31.36890313
291,121.48551,31.36871109
292,121.4850233,31.36851896
293,121.4845371,31.36832553
294,121.4840512,31.36813161
295,121.4835652,31.36793768
296,121.4830792,31.367744
297,121.482591,31.36755505
298,121.4821041,31.36736399
299,121.4816172,31.36717259
300,121.4811212,31.36700608
301,121.4806374,31.36680607
302,121.4801531,31.36660821
303,121.4796463,31.36648154
304,121.479135,31.36639218
305,121.4786148,31.36636296
306,121.4783258,31.3667159
307,121.4785442,31.36719345
308,121.4787331,31.36768378
309,121.4789276,31.36817194
310,121.479101,31.3686672
311,121.4897182,31.37067037
312,121.4900879,31.37098208
313,121.4906734,31.37087413
314,121.4913768,31.36993752
315,121.4918702,31.37011763
316,121.4923868,31.3702129
317,121.4887962,31.37205368
318,121.4883346,31.37180291
319,121.4878554,31.37159373
320,121.4873892,31.37135884
321,121.4893959,31.37183316
322,121.4896125,31.37135454
323,121.4898092,31.37319516
324,121.4895254,31.37363725
325,121.4896381,31.37245335
326,121.4903573,31.3723013
327,121.4906413,31.37186023
328,121.4909418,31.37143109
329,121.4905523,31.3729633
330,121.4910124,31.3732179
331,121.4914743,31.37346833
332,121.4914975,31.37399577
333,121.4915489,31.37144349
334,121.4919647,31.37176275
335,121.4923798,31.37207177
336,121.4881077,31.37283962
337,121.4888239,31.37314728
338,121.4890575,31.372677
339,121.4880455,31.37357344
340,121.4887805,31.37374054
341,121.4865566,31.3721036
342,121.4867681,31.37162384
343,121.4868334,31.37284005
344,121.487304,31.37307495
345,121.4877882,31.37327549
346,121.4875787,31.37470365
347,121.487077,31.37407218
348,121.4873303,31.37362589
349,121.4878275,31.37348898
350,121.4927772,31.37088221
351,121.4928119,31.37034386
352,121.4933407,31.36981781
353,121.4938667,31.36981736
354,121.4943927,31.36981691
355,121.4949187,31.36981645
356,121.4954446,31.36981754
357,121.495969,31.36981919
358,121.4928283,31.36929252
359,121.4928282,31.36876654
360,121.4928282,31.36824057
361,121.4922208,31.37382621
362,121.4926933,31.37405723
363,121.4931635,31.37429276
364,121.4936256,31.37454384
365,121.4931544,31.37254502
366,121.493588,31.37284154
367,121.4940293,31.37312686
368,121.4923966,31.372762
369,121.4920895,31.37318805
370,121.491758,31.37359591
371,121.4941796,31.37356307
372,121.4946861,31.37407394
373,121.4947233,31.3736919
374,121.494796,31.37426601
375,121.5035141,31.37271495
376,121.5029886,31.37272495
377,121.5024626,31.37272408
378,121.5045033,31.37241207
379,121.5045054,31.371915
380,121.504208,31.37148471
381,121.5039333,31.37103785
382,121.5036735,31.37058269
383,121.5033872,31.37014624
384,121.5032663,31.36963501
385,121.5031827,31.36912315
386,121.5032123,31.36859878
387,121.5032632,31.3680763
388,121.5033649,31.36756094
389,121.5035122,31.3670567
390,121.5036456,31.36654838
391,121.5037709,31.36603784
392,121.5039463,31.36554281
393,121.5041391,31.36505516
394,121.504333,31.36456796
395,121.5046047,31.36411822
396,121.504877,31.36366861
397,121.5051737,31.36323549
398,121.505465,31.36279858
399,121.5057694,31.36237066
400,121.5246979,31.37387434
401,121.5242806,31.37355937
402,121.5239076,31.37319072
403,121.5235368,31.37281974
404,121.5231682,31.3724465
405,121.5227606,31.37211936
406,121.5223777,31.37176247
407,121.5219778,31.37142644
408,121.5215863,31.37107937
409,121.5213995,31.37061036
410,121.5212302,31.37012189
411,121.5208676,31.36974346
412,121.5204531,31.36942534
413,121.5200741,31.36906289
414,121.5196619,31.3687418
415,121.5192706,31.36839535
416,121.5188765,31.36805283
417,121.5184586,31.36773815
418,121.5180476,31.36741559
419,121.5264087,31.37338408
420,121.5259877,31.37369433
421,121.5255184,31.37393068
422,121.5273693,31.37297814
423,121.527835,31.37274156
424,121.5283186,31.3725379
425,121.5287829,31.37229827
426,121.5292382,31.37204023
427,121.5273395,31.37349414
428,121.5291123,31.37155817
429,121.5287176,31.3712114
430,121.528316,31.37087324
431,121.5279013,31.3705516
432,121.5276461,31.3700979
433,121.5272784,31.36972188
434,121.5269046,31.36935187
435,121.5265112,31.36900425
436,121.5261013,31.36867519
437,121.5256908,31.36834725
438,121.5252676,31.3680351
439,121.5298595,31.37161912
440,121.5302798,31.37130727
441,121.5306987,31.37099302
442,121.5311099,31.37067075
443,121.5315277,31.37035603
444,121.5319222,31.37001396
445,121.5323126,31.3696666
446,121.5313142,31.37464803
447,121.5312865,31.37450182
448,121.5322851,31.37435245
449,121.5328111,31.3743542
450,121.533337,31.37435595
451,121.5278723,31.37378752
452,121.5280929,31.37423803
453,121.5277443,31.37445491
454,121.5273314,31.37413963
455,121.5272675,31.37372276
456,121.5355713,31.37145932
457,121.5349663,31.37113526
458,121.5345186,31.37086084
459,121.5341078,31.37053812
460,121.5336522,31.37027986
461,121.5332328,31.3699687
462,121.5328092,31.36965962
463,121.5350808,31.36951576
464,121.5349443,31.3690081
465,121.5348003,31.36850223
466,121.5346722,31.36799231
467,121.5353817,31.37052018
468,121.5354597,31.37104035
469,121.5357489,31.3697937
470,121.5362719,31.36976165
471,121.5367965,31.36973919
472,121.537321,31.36971051
473,121.5362463,31.37198088
474,121.5366929,31.37225551
475,121.5370949,31.3725901
476,121.5375734,31.3728042
477,121.5380045,31.37310258
478,121.5362109,31.37335549
479,121.5360104,31.37286924
480,121.5358343,31.37237465
481,121.541255,31.37003713
482,121.5410233,31.36956581
483,121.5420163,31.37039066
484,121.5425147,31.37022773
485,121.5430124,31.37006283
486,121.5435084,31.36990769
487,121.5437275,31.36948774
488,121.5434466,31.36905245
489,121.5430754,31.36868197
490,121.53783,31.37017583
491,121.5379698,31.37067458
492,121.5380841,31.37118519
493,121.5384663,31.3715037
494,121.5389819,31.37143727
495,121.5394814,31.37127648
496,121.539967,31.37107975
497,121.5404573,31.37089763
498,121.5409455,31.37070856
499,121.5414429,31.37054477
500,121.5382757,31.36961403
501,121.5388016,31.36960765
502,121.5393249,31.36956169
503,121.5398394,31.3694683
504,121.5403486,31.36935285
505,121.5408362,31.36915801
506,121.5378954,31.36915458
507,121.5380895,31.36866622
508,121.5382563,31.36816761
509,121.5383674,31.36765368
510,121.5455996,31.37074795
511,121.5451217,31.3709669
512,121.5446443,31.37118606
513,121.5480632,31.36977479
514,121.5485497,31.3695759
515,121.549036,31.36937627
516,121.549542,31.36923804
517,121.4521574,31.36450807
518,121.4529697,31.3644924
519,121.4528943,31.36475467
520,121.4591054,31.36645585
521,121.4600106,31.36656313
522,121.4605151,31.36671075
523,121.4610215,31.36685271
524,121.4615257,31.36700131
525,121.4620289,31.36715385
526,121.457367,31.36588388
527,121.4625537,31.36675447
528,121.4627201,31.36625732
529,121.4628852,31.36576004
530,121.4630593,31.36526607
531,121.4632525,31.36478098
532,121.4634084,31.36428051
533,121.4635825,31.3637864
534,121.4637455,31.36328842
535,121.4639133,31.36279181
536,121.4641066,31.36230742
537,121.4642875,31.36181489
538,121.4644727,31.36132333
539,121.4925908,31.36518325
540,121.4928115,31.36470588
541,121.4930189,31.36422299
542,121.4931933,31.36372679
543,121.4933752,31.36323329
544,121.493563,31.362742
545,121.4937545,31.36225218
546,121.4939574,31.36176693
547,121.4941604,31.36128168
548,121.4943698,31.36079924
549,121.494583,31.36031842
550,121.4947727,31.35982784
551,121.4949879,31.35934791
552,121.4952031,31.35886797
553,121.4954183,31.35838804
554,121.4956223,31.35790329
555,121.4958337,31.35742176
556,121.4960528,31.35694359
557,121.4962561,31.3564588
558,121.4922902,31.3658369
559,121.491753,31.36611199
560,121.491863,31.36670698
561,121.4922965,31.36645555
562,121.491796,31.36674915
563,121.4923052,31.36812656
564,121.4933489,31.36823472
565,121.4938749,31.36823458
566,121.4944009,31.36823445
567,121.4949269,31.36823431
568,121.4954528,31.36823417
569,121.4959618,31.36832181
570,121.4930685,31.36655392
571,121.4928211,31.36695792
572,121.4928241,31.36748388
573,121.4928272,31.36800985
574,121.4941196,31.36655083
575,121.4946456,31.36655135
576,121.4951715,31.3665537
577,121.4956947,31.36659967
578,121.4962207,31.36660155
579,121.4935938,31.36587705
580,121.4935938,31.36640303
581,121.4941256,31.36537794
582,121.4946516,31.36537784
583,121.4951775,31.36537774
584,121.4957035,31.36537764
585,121.4962295,31.36537755
586,121.4930923,31.36524646
587,121.4913628,31.36536008
588,121.4908758,31.36516764
589,121.4903955,31.36495924
590,121.4899084,31.36477172
591,121.489404,31.36463235
592,121.4889033,31.36447644
593,121.4884223,31.36427126
594,121.48793,31.36410253
595,121.4874425,31.36391078
596,121.486947,31.36374053
597,121.4864516,31.36356955
598,121.4859503,31.3634152
599,121.4854559,31.3632415
600,121.4849585,31.36307596
601,121.4844567,31.36292804
602,121.4839668,31.36275336
603,121.4834737,31.36258685
604,121.482982,31.3624051
605,121.5120882,31.36631725
606,121.5124345,31.36592415
607,121.5115303,31.367173
608,121.511321,31.3676527
609,121.5112336,31.36816448
610,121.5109835,31.36862226
611,121.5106319,31.36900134
612,121.5112111,31.36653071
613,121.5108065,31.36619665
614,121.5104262,31.36583471
615,121.5100072,31.36552028
616,121.5095888,31.36520488
617,121.5091695,31.36489052
618,121.5087568,31.3645704
619,121.5133243,31.36493281
620,121.5129524,31.36530482
621,121.5133033,31.36417717
622,121.5128894,31.36385363
623,121.512513,31.36348632
624,121.5121082,31.36315256
625,121.5122356,31.3626804
626,121.5126242,31.36236595
627,121.5131088,31.36218404
628,121.5170118,31.36802933
629,121.5174295,31.3683441
630,121.5178431,31.36866287
631,121.5182015,31.36904358
632,121.5139465,31.36409458
633,121.5142444,31.36366246
634,121.5145331,31.36322823
635,121.5161631,31.36431811
636,121.5158165,31.3639247
637,121.5154106,31.3635933
638,121.5170187,31.36735083
639,121.5140765,31.36488837
640,121.5144697,31.36523604
641,121.5148427,31.36560686
642,121.5152483,31.36594003
643,121.515649,31.36627978
644,121.5160289,31.36664232
645,121.5164584,31.36693895
646,121.5169097,31.36720533
647,121.5173541,31.36738502
648,121.5181338,31.36675911
649,121.5184135,31.36631791
650,121.518803,31.36596758
651,121.5192435,31.36568163
652,121.51967,31.36537458
653,121.5200734,31.36503782
654,121.5204919,31.36472089
655,121.5208723,31.36436025
656,121.5245627,31.36751721
657,121.5241773,31.36715969
658,121.5237832,31.36681179
659,121.523377,31.36647851
660,121.5229821,31.36613188
661,121.522583,31.36579073
662,121.5222106,31.36541931
663,121.5218377,31.36504844
664,121.5214319,31.3647153
665,121.5209919,31.36442767
666,121.5245181,31.36815402
667,121.5240822,31.36844815
668,121.5236368,31.36872631
669,121.5231878,31.36899893
670,121.5227287,31.3692533
671,121.5222727,31.36951182
672,121.5253165,31.36748256
673,121.525742,31.36717414
674,121.5261657,31.36686454
675,121.5265734,31.3665333
676,121.5269906,31.36621447
677,121.5273576,31.3658385
678,121.5316948,31.3651678
679,121.5313011,31.3648193
680,121.5325825,31.36539655
681,121.5330951,31.36528574
682,121.533617,31.3652233
683,121.5314036,31.36425594
684,121.531799,31.36391039
685,121.5321597,31.36352907
686,121.5322687,31.36302102
687,121.5322688,31.36249506
688,121.5270708,31.36533841
689,121.5267026,31.36496464
690,121.5262889,31.36464602
691,121.5259157,31.36427708
692,121.5255431,31.3639077
693,121.5251278,31.36359081
694,121.5247535,31.36322319
695,121.5243533,31.36288358
696,121.5239598,31.36253798
697,121.5235466,31.36221833
698,121.5231441,31.36188743
699,121.5280357,31.36570216
700,121.5284159,31.36606261
701,121.5288305,31.36637997
702,121.5292022,31.36675013
703,121.529603,31.36708442
704,121.5300342,31.36738237
705,121.5304405,31.36771108
706,121.5308602,31.3680239
707,121.5312587,31.3683623
708,121.5316593,31.36869733
709,121.5320628,31.36902852
710,121.5324308,31.36939835
711,121.5306029,31.36416798
712,121.5301923,31.36384507
713,121.5298138,31.36348308
714,121.5294101,31.36315176
715,121.5290234,31.36279915
716,121.5286304,31.36245458
717,121.529661,31.36628867
718,121.5300319,31.36665955
719,121.530547,31.3666953
720,121.5309867,31.36641261
721,121.5313999,31.36609349
722,121.5317719,31.36572354
723,121.5296264,31.36571858
724,121.5300333,31.36539057
725,121.5304318,31.36505216
726,121.5308305,31.36471614
727,121.5288543,31.36564163
728,121.5284406,31.36531761
729,121.5280416,31.36497617
730,121.527623,31.36465896
731,121.5272098,31.36433665
732,121.5268034,31.36400513
733,121.5268283,31.36361914
734,121.5272397,31.3632921
735,121.5276508,31.36296472
736,121.5280622,31.36263822
737,121.5338151,31.36446759
738,121.5340831,31.36530516
739,121.534043,31.36531697
740,121.5342561,31.36813401
741,121.5338828,31.36850297
742,121.5334643,31.36881778
743,121.5330452,31.3691322
744,121.5326004,31.36941097
745,121.534558,31.36723267
746,121.5344363,31.36672096
747,121.5343146,31.36620926
748,121.5351239,31.36761321
749,121.5356471,31.36757344
750,121.5361731,31.36757418
751,121.5366989,31.36757936
752,121.5372224,31.36762406
753,121.5377457,31.36767174
754,121.5382684,31.36763706
755,121.5344765,31.36505226
756,121.5349705,31.36488475
757,121.535403,31.36458668
758,121.5358211,31.36426893
759,121.5362216,31.36392896
760,121.5413627,31.36899457
761,121.5418619,31.36882887
762,121.5423534,31.368643
763,121.5428471,31.36846784
764,121.541697,31.36710534
765,121.5420695,31.36747452
766,121.5423832,31.36789285
767,121.5427325,31.36828202
768,121.5419126,31.36649773
769,121.5424302,31.36640782
770,121.5407696,31.3655685
771,121.5412581,31.36576251
772,121.5417463,31.36595732
773,121.5422309,31.36615938
774,121.5398084,31.365143
775,121.5393289,31.36493106
776,121.5388354,31.36475452
777,121.5383576,31.36453602
778,121.5378748,31.36432911
779,121.537387,31.36413373
780,121.5369069,31.3639219
781,121.5389051,31.36648145
782,121.5384646,31.36619556
783,121.5380326,31.36589772
784,121.5375911,31.36561372
785,121.5395683,31.36634018
786,121.5399083,31.36594312
787,121.5401935,31.36550277
788,121.5394138,31.36688147
789,121.5393365,31.36734153
790,121.5388344,31.36749205
791,121.540109,31.36764267
792,121.5403454,31.36811253
793,121.5405818,31.36858238
794,121.5408098,31.36905613
795,121.5403415,31.36705659
796,121.5408335,31.36688267
797,121.5413283,31.36670866
798,121.5457713,31.36525614
799,121.5452709,31.36540695
800,121.5447808,31.36559252
801,121.5442846,31.365764
802,121.5437905,31.36594153
803,121.5432915,31.36610791
804,121.5427945,31.36627948
805,121.547122,31.36477811
806,121.5472711,31.3651112
807,121.546902,31.36526777
808,121.5475401,31.36532788
809,121.5475446,31.36584933
810,121.5457973,31.36482087
811,121.5453286,31.36458309
812,121.5448404,31.364392
813,121.5443645,31.36417025
814,121.5438677,31.3640124
815,121.5433997,31.36377266
816,121.5429223,31.36355475
817,121.5424261,31.36339487
818,121.541942,31.36319579
819,121.5414493,31.36301371
820,121.5409268,31.3629808
821,121.5404008,31.36298303
822,121.5398814,31.36294809
823,121.5397614,31.36246046
824,121.5397671,31.36193455
825,121.5529455,31.36792993
826,121.5530633,31.36807516
827,121.5508707,31.36881782
828,121.5513699,31.3686538
829,121.5497539,31.36917407
830,121.5478799,31.36635268
831,121.5482143,31.36675866
832,121.548564,31.36715139
833,121.5488911,31.36756247
834,121.5492266,31.36796731
835,121.5495569,31.36837665
836,121.5538925,31.36773089
837,121.5543833,31.3675438
838,121.5548739,31.36736071
839,121.5553775,31.36721354
840,121.555877,31.36704877
841,121.556379,31.36689222
842,121.5568753,31.36672822
843,121.5573762,31.36657042
844,121.5578657,31.36638129
845,121.5583591,31.36620301
846,121.5588561,31.36603424
847,121.5593445,31.36584269
848,121.5598428,31.36567694
849,121.560329,31.36547991
850,121.5608264,31.3653116
851,121.5613216,31.36513793
852,121.5617973,31.36492325
853,121.5622955,31.36475764
854,121.5627817,31.36456058
855,121.563279,31.36439202
856,121.5637668,31.36419919
857,121.5642546,31.36400571
858,121.5647517,31.36383711
859,121.5652382,31.36364082
860,121.5657211,31.36343898
861,121.5662219,31.36327932
862,121.5667146,31.36309799
863,121.5671928,31.36288557
864,121.4396256,31.36020939
865,121.4391233,31.36005598
866,121.4386151,31.35993071
867,121.4381308,31.35972629
868,121.4376321,31.35956059
869,121.4371365,31.35938591
870,121.4366439,31.3592029
871,121.4361471,31.35903165
872,121.4356521,31.35885446
873,121.4352169,31.35857057
874,121.4347443,31.35834215
875,121.4342553,31.35815545
876,121.4428441,31.36149147
877,121.4406677,31.35989465
878,121.4409075,31.35943066
879,121.4411514,31.35896983
880,121.442432,31.36129322
881,121.4424689,31.36112735
882,121.4433636,31.36140937
883,121.443126,31.3607982
884,121.4433721,31.36033764
885,121.4436164,31.35987222
886,121.4438564,31.35940451
887,121.4448851,31.36214926
888,121.445808,31.36219218
889,121.4456542,31.36248324
890,121.4489492,31.36020656
891,121.4486979,31.36066833
892,121.4484325,31.3611222
893,121.4497346,31.35984522
894,121.4502251,31.36002229
895,121.4507134,31.36021213
896,121.4512039,31.36039481
897,121.4516946,31.36058292
898,121.4521698,31.36078463
899,121.4526718,31.3609128
900,121.4487546,31.35951754
901,121.448264,31.35934261
902,121.4477775,31.35915166
903,121.4472753,31.3590056
904,121.447767,31.36128258
905,121.4475232,31.36084238
906,121.4474289,31.36032566
907,121.4473329,31.35981047
908,121.447171,31.35931854
909,121.4497641,31.36362532
910,121.4502651,31.3637855
911,121.4507661,31.36394568
912,121.4512671,31.36410586
913,121.4517706,31.36425738
914,121.447928,31.36226672
915,121.4481218,31.36178262
916,121.4473118,31.36294342
917,121.4533406,31.36073349
918,121.4535737,31.36026201
919,121.454019,31.36123851
920,121.4544028,31.36093311
921,121.4546101,31.36045
922,121.454811,31.35996433
923,121.4550312,31.35948854
924,121.4552278,31.35900213
925,121.4553656,31.3585069
926,121.4549706,31.358199
927,121.4532711,31.36168392
928,121.4536829,31.3607216
929,121.4528049,31.36207967
930,121.4530215,31.36229051
931,121.4524992,31.36279403
932,121.4527369,31.36301198
933,121.4521988,31.36426346
934,121.4827853,31.3618369
935,121.4829345,31.36133329
936,121.4830804,31.36083249
937,121.4832774,31.36034858
938,121.4835057,31.35987806
939,121.4837689,31.35942541
940,121.484015,31.3589648
941,121.4843145,31.35853365
942,121.4845741,31.35807753
943,121.482296,31.36275877
944,121.4819903,31.36318649
945,121.502637,31.35931875
946,121.503515,31.3596299
947,121.5032916,31.35986403
948,121.5055449,31.3608703
949,121.5050751,31.36063484
950,121.5046261,31.36036523
951,121.5053449,31.36112335
952,121.5048781,31.36089472
953,121.5044267,31.36064203
954,121.5068595,31.36096965
955,121.5073131,31.3607076
956,121.5062363,31.36165463
957,121.5064295,31.36232941
958,121.5068825,31.36259622
959,121.5073578,31.36281976
960,121.5078058,31.36309414
961,121.5082795,31.36331877
962,121.5086655,31.36367166
963,121.5076949,31.36028259
964,121.5081276,31.35999178
965,121.5086333,31.35986772
966,121.5091592,31.35987383
967,121.5094651,31.35955409
968,121.5094996,31.35903193
969,121.509807,31.3586292
970,121.5102914,31.35844257
971,121.5107578,31.35819993
972,121.5112262,31.35796095
973,121.5116749,31.35768945
974,121.5121437,31.35745129
975,121.5125924,31.3571797
976,121.5130611,31.35694143
977,121.5135199,31.35669199
978,121.5139055,31.35633859
979,121.5143404,31.35604978
980,121.5147878,31.35577545
981,121.5152583,31.35554039
982,121.5157288,31.35530533
983,121.5161994,31.35507027
984,121.5166867,31.35487514
985,121.5171763,31.35468549
986,121.5176466,31.35444988
987,121.5181231,31.35422869
988,121.5186056,31.35402139
989,121.519076,31.35378607
990,121.5195576,31.35357654
991,121.5200351,31.35335759
992,121.5205057,31.35312261
993,121.5209922,31.35292442
994,121.5214648,31.35269411
995,121.5219409,31.35247114
996,121.5072776,31.36171264
997,121.507237,31.36189953
998,121.5097943,31.36182363
999,121.5092774,31.36178792
1000,121.5107405,31.36211368
1001,121.5112665,31.36211036
1002,121.5117925,31.36210705
1003,121.5123109,31.36202812
1004,121.5096942,31.36214121
