name,PF,PD_5,PD_6,PD_7,PD_8,PD_9,PD_10
19664,0.274263584,0.469728245,0.447420071,0.493100409,0.485546659,0.442252417,0.49313004
19665,0.216897917,0.282059792,0.298733517,0.321398029,0.324201665,0.2837158,0.308203762
19666,0.207953721,0.375165835,0.349566621,0.339295309,0.415849525,0.355101736,0.453792499
19667,0.361984919,0.820950832,0.800749542,0.849994354,0.857074769,0.746244219,0.703578965
19668,0.310435437,0.790200184,0.821069686,0.774079678,0.836237127,0.726303892,0.827467208
19669,0.303745272,0.855350216,0.888058664,0.916260119,0.887294949,0.858016012,0.813050155
19670,0.378889882,0.908154749,0.974311842,0.939740339,0.921815974,0.800060237,0.861585582
19672,0.321507206,0.870210969,0.875215453,0.867089268,0.928086661,0.785776463,0.450368157
19673,0.285712862,0.825597222,0.69712063,0.759431386,0.903078293,0.726279245,0.424600214
19674,0.262510768,0.757387414,0.771894076,0.752059919,0.892500224,0.757318619,0.372443685
19675,0.246458564,0.677127756,0.64228484,0.598687567,0.776767902,0.785646616,0.697100408
19676,0.335562625,0.675863118,0.634370745,0.615458326,0.721675359,0.7274747,0.697143523
19684,0.391664278,0.724903945,0.790528952,0.737203581,0.753135672,0.842045897,0.759567168
19685,0.274263584,0.469726674,0.447418357,0.493098865,0.485545124,0.442251215,0.493129214
19686,0.232993907,0.316658999,0.340193292,0.270590228,0.303299564,0.381640747,0.359890776
19687,0.257111769,0.394549976,0.353676029,0.451080706,0.441064314,0.45142461,0.400307265
19689,0.384693971,0.709849113,0.791127979,0.654977377,0.67083677,0.581139715,0.548045303
19695,0.258627871,0.757100965,0.712192797,0.786360373,0.838563923,0.749208108,0.269106737
19696,0.252124228,0.738574928,0.699928565,0.733217482,0.874216739,0.88065131,0.174179491
19697,0.263936796,0.69940625,0.674675703,0.716978326,0.85645705,0.732573143,0.296127226
19699,0.258627871,0.757100767,0.712192618,0.786360223,0.838563768,0.749208106,0.269106839
19701,0.25964047,0.770634784,0.763740882,0.745053754,0.804400864,0.900649658,0.31268171
19702,0.203323522,0.734853322,0.68948403,0.699242851,0.798974822,0.483758426,0.243741464
19703,0.221642579,0.715611246,0.708010157,0.713943956,0.838684289,0.671300882,0.327570935
19704,0.357899207,0.494203937,0.411417988,0.485923463,0.455976919,0.509787582,0.38277943
19705,0.380832406,0.557711748,0.492031256,0.533579447,0.631980245,0.673238494,0.579176731
19706,0.371445239,0.500003625,0.50595499,0.490533492,0.536849981,0.57349231,0.474266992
19707,0.378874683,0.528723668,0.504634674,0.488183036,0.632424519,0.772240361,0.60564853
19708,0.352231007,0.444548053,0.45005311,0.502896858,0.411447578,0.435926296,0.594841426
19709,0.231071333,0.546747445,0.588148036,0.597960292,0.470578498,0.413263954,0.258647187
19710,0.30676863,0.282467551,0.324587954,0.29839743,0.264770698,0.27791799,0.461898117
19711,0.335634315,0.790967899,0.761168656,0.786264909,0.874256644,0.884174175,0.873168817
