FID,lon,lat,year,month,svid,north_angle
23736,121.4620756,31.27123675,2019,5,09000300121905221000042237I,57.612
23737,121.4640575,31.27109753,2019,5,09000300121905221006109777I,152.571
23739,121.4634838,31.27197649,2019,5,09000300121905221005103127I,148.87
23740,121.4646773,31.27027641,2019,5,09000300121905221218496327I,327.89
23741,121.4649641,31.26983681,2019,5,09000300121905221218431237I,327.987
23742,121.4638752,31.27040017,2019,5,09000300121905221219106157I,244.194
23743,121.4633978,31.27018877,2019,5,09000300121905221219196807I,247.256
23744,121.4629187,31.26997651,2019,5,09000300121905221219276667I,251.776
23745,121.4624365,31.26976765,2019,5,09000300121905221219392477I,246.643
23746,121.4655743,31.26979469,2019,6,09000300121906071346040722C,55.33
23747,121.4660394,31.2700326,2019,6,09000300121906071346102802C,58.123
23748,121.4664886,31.27030033,2019,6,09000300121906071346168892C,53.054
23750,121.4661338,31.26924165,2019,6,09000300121906071349269872C,228.402
23751,121.4665536,31.2695551,2019,6,09000300121906071349229402C,229.462
23752,121.4669397,31.26990887,2019,6,09000300121906071349185722C,228.973
23753,121.4673698,31.27020889,2019,6,09000300121906071349116292C,230.204
23755,121.4702025,31.26882515,2019,5,09000300121905290836216589H,125.941
23756,121.4702557,31.26837427,2019,5,09000300121905290836330939H,134.31
23757,121.4706549,31.2680449,2019,5,09000300121905290836411429H,132.933
23758,121.4710803,31.26774752,2019,5,09000300121905290836497699H,136.874
23759,121.4714262,31.26939435,2019,5,09000300121905281838081059H,290.884
23760,121.4719077,31.26918722,2019,5,09000300121905281837551459H,296.602
23761,121.472396,31.2689971,2019,5,09000300121905281837428769H,295.834
23765,121.4695565,31.26824122,2019,5,09000300121905290835578619H,47.654
23766,121.4691403,31.26792122,2019,5,09000300121905290835451399H,45.206
23767,121.4687367,31.267585,2019,5,09000300121905290835331279H,47.147
23768,121.468319,31.26726745,2019,5,09000300121905290835157179H,49.416
23770,121.4672401,31.26761377,2019,5,09000300121905221018063207I,320.556
23772,121.4680294,31.26919297,2019,6,09000300121906071353367182C,48.362
23773,121.4676581,31.26882098,2019,6,09000300121906071353292092C,41.504
23774,121.4672976,31.26843804,2019,6,09000300121906071353229122C,36.106
23779,121.4690323,31.26994437,2019,6,09000300121906071354420142C,51.063
23780,121.4686011,31.26964374,2019,6,09000300121906071353451092C,49.469
23781,121.4700075,31.27005669,2019,5,09000300121905281845047089H,289.019
23782,121.4705149,31.26994009,2019,5,09000300121905281843595169H,305.959
23786,121.4696945,31.27038112,2019,6,09000300121906071354532852C,47.758
23789,121.4713264,31.27137118,2019,5,09000300121905281829354249H,298.483
23790,121.4718117,31.27117156,2019,5,09000300121905281829277159H,302.19
23791,121.4712697,31.26997327,2019,5,09000300121905281838251669H,29.85
23792,121.4715276,31.27042874,2019,5,09000300121905281838323749H,24.65
23794,121.4672901,31.27096783,2019,6,09000300121906071346309912C,36.203
23795,121.4676372,31.2713606,2019,6,09000300121906071346414592C,30.163
23801,121.4688172,31.27060214,2019,6,09000300121906071338156312C,303.105
23803,121.4753801,31.26711177,2019,5,09000300121905281726521369H,2.852
23804,121.475377,31.2665858,2019,5,09000300121905281726453199H,1.939
23805,121.4753739,31.26605984,2019,5,09000300121905281726396439H,3.791
23806,121.475334,31.26553581,2019,5,09000300121905281726341059H,3.032
23807,121.4757399,31.26873837,2019,5,09000300121905281728486859H,356.966
23808,121.4757379,31.2682124,2019,5,09000300121905281728436159H,357.488
23809,121.4754811,31.26869019,2019,5,09000300121905281817549319H,177.85
23810,121.4754811,31.26816421,2019,5,09000300121905281818002199H,181.272
23811,121.4733548,31.26856776,2019,5,09000300121905281837204909H,297.988
23812,121.4728676,31.26875844,2019,5,09000300121905281837339849H,297.354
23813,121.4742996,31.2681303,2019,5,09000300121905281827299189H,307.351
23814,121.47474,31.26784391,2019,5,09000300121905281827239489H,301.694
23815,121.4754688,31.26925397,2019,5,09000300121905281728520559H,356.105
23816,121.4755977,31.26926194,2019,5,09000300121905281728520559H,356.105
23817,121.4762122,31.26752607,2019,5,09000300121905290942297699H,296.703
23818,121.4752926,31.27108827,2019,5,09000300121905281729080919H,351.373
23819,121.4753611,31.27056698,2019,5,09000300121905281729032089H,355.179
23821,121.4750362,31.27158169,2019,5,09000300121905281817275209H,169.034
23824,121.4752738,31.27176425,2019,5,09000300121905281729223349H,354.848
23826,121.4724419,31.27241279,2019,5,09000300121905290949288849H,296.641
23827,121.471944,31.27257386,2019,5,09000300121905290949381269H,295.715
23828,121.4734096,31.27201589,2019,5,09000300121905290952494179H,111.621
23829,121.4739038,31.27184077,2019,5,09000300121905290952567339H,110.042
23830,121.4743528,31.26967255,2019,5,09000300121905281828299379H,3.762
23831,121.4742484,31.26916988,2019,5,09000300121905281828165179H,22.43
23832,121.474022,31.26869917,2019,5,09000300121905281827533499H,29.4
23834,121.4745152,31.2711514,2019,5,09000300121905301038528429H,1.16
23835,121.4736941,31.27030472,2019,5,09000300121905281829029129H,286.241
23836,121.4731824,31.27042004,2019,5,09000300121905281829100839H,291.657
23837,121.4726994,31.2706206,2019,5,09000300121905281829172909H,296.64
23838,121.4722281,31.27084521,2019,5,09000300121905281829227239H,297.686
23839,121.4760685,31.27106931,2019,5,09000300121905290943467189H,124.156
23840,121.4765363,31.27083523,2019,5,09000300121905290943536539H,119.56
23841,121.4770086,31.27061086,2019,5,09000300121905290943597889H,117.447
23842,121.479555,31.26959939,2019,5,09000300121905281130464609H,11.121
23843,121.4794671,31.26908161,2019,5,09000300121905281130384989H,13.52
23844,121.4793625,31.26856723,2019,5,09000300121905281130307929H,13.148
23845,121.479244,31.26805625,2019,5,09000300121905281130218799H,10.82
23846,121.4791421,31.26754306,2019,5,09000300121905281130151969H,8.318
23847,121.4790157,31.26703768,2019,5,09000300121905281130028049H,13.29
23849,121.4804313,31.26868771,2019,5,09000300121905281127469039H,185.586
23850,121.4803373,31.26817573,2019,5,09000300121905281127577149H,190.455
23851,121.4802769,31.26765573,2019,5,09000300121905281128110109H,176.779
23859,121.4772286,31.27003997,2019,5,09000300121905281802136879H,194.969
23860,121.4772441,31.26951672,2019,5,09000300121905281802246019H,179.771
23861,121.4772119,31.2689985,2019,5,09000300121905281802334899H,195.448
23862,121.4771126,31.26848437,2019,5,09000300121905281802414449H,184.839
23863,121.4769625,31.26799408,2019,5,09000300121905281802520049H,204.197
23864,121.4766628,31.2675641,2019,5,09000300121905281803084529H,208.884
23865,121.4779143,31.26976792,2019,5,09000300121905290944378359H,80.472
23867,121.4786876,31.27013125,2019,5,09000300121905301029326539H,98.241
23868,121.4792104,31.27008288,2019,5,09000300121905301029407649H,96.177
23871,121.4823159,31.26928474,2019,5,09000300121905281506190219H,163.466
23872,121.482525,31.26880254,2019,5,09000300121905281506304099H,156.13
23873,121.4827182,31.26831381,2019,5,09000300121905281506399839H,158.256
23874,121.4829334,31.26783512,2019,5,09000300121905281506524989H,163.532
23875,121.4831639,31.26998977,2019,5,09000300121905281505419379H,255.949
23876,121.4826543,31.26986056,2019,5,09000300121905281505497909H,255.135
23877,121.4821372,31.26976646,2019,5,09000300121905281511548649H,70.317
23879,121.4841972,31.26775784,2019,5,09000300121905281514262989H,244.526
23880,121.4837271,31.26752206,2019,5,09000300121905281514430439H,248.617
23881,121.4832298,31.26736294,2019,5,09000300121905281514598979H,248.93
23887,121.4844979,31.26917375,2019,5,09000300121905281503198459H,267.313
23889,121.4855434,31.26917674,2019,5,09000300121905281500521499H,294.819
23890,121.4860527,31.2690463,2019,5,09000300121905281500421239H,290.582
23891,121.4865626,31.26891823,2019,5,09000300121905281500367889H,286.921
23892,121.4870736,31.26879461,2019,5,09000300121905281500261509H,287.41
23893,121.4875837,31.26866683,2019,5,09000300121905281500171649H,286.1
23894,121.4893153,31.26926234,2019,5,09000300121905271650152129H,318.292
23896,121.4896646,31.26833307,2019,5,09000300121905271649501819H,9.594
23897,121.489532,31.26782633,2019,5,09000300121905271649382769H,11.487
23898,121.489653,31.26735015,2019,5,09000300121905271649281059H,313.459
23899,121.490071,31.26703405,2019,5,09000300121905271649062999H,302.198
23900,121.4905474,31.26682116,2019,5,09000300121905271648357599H,279.422
23903,121.4918036,31.26802964,2019,5,09000300121905271659399869H,287.096
23904,121.4923139,31.26791635,2019,5,09000300121905271659345899H,286.451
23905,121.4928109,31.26776823,2019,5,09000300121905271659292079H,285.785
23906,121.4933222,31.2676493,2019,5,09000300121905271659215989H,286.428
23909,121.4886692,31.26932479,2019,5,09000300121905271601463019H,43.029
23910,121.4875494,31.26821817,2019,5,09000300121905271601332109H,37.753
23911,121.4872303,31.26780151,2019,5,09000300121905271601278289H,29.585
23912,121.4869386,31.26736492,2019,5,09000300121905271601225869H,22.896
23914,121.4865013,31.26640978,2019,5,09000300121905271601131989H,18.642
23915,121.4894569,31.26994265,2019,5,09000300121905271601554889H,44.328
23916,121.4890043,31.26967628,2019,5,09000300121905271344513619H,224.28
23922,121.4916487,31.27010023,2019,5,09000300121905271616420119H,197.586
23923,121.4902487,31.27061873,2019,5,09000300121905271602045839H,42.809
23924,121.4906413,31.2709677,2019,5,09000300121905271602098619H,42.572
23925,121.4910078,31.27134465,2019,5,09000300121905271602150419H,38.505
23926,121.4914045,31.27169002,2019,5,09000300121905271602219519H,43.827
23927,121.4917901,31.27204774,2019,5,09000300121905271602278889H,43.778
23932,121.4962296,31.26860818,2019,5,09000300121905271657366179H,201.3
23933,121.4960118,31.26813557,2019,5,09000300121905271704036009H,21.486
23934,121.495776,31.26766595,2019,5,09000300121905271703564369H,21.231
23935,121.4955799,31.26718084,2019,5,09000300121905271730477659H,99.021
23937,121.4953848,31.26936853,2019,5,09000300121905271653440499H,108.92
23938,121.494875,31.26948215,2019,5,09000300121905271653371919H,105.109
23939,121.4969049,31.26897122,2019,5,09000300121905271654174459H,107.928
23940,121.4974132,31.26884357,2019,5,09000300121905271654244039H,108.517
23941,121.4979114,31.26868732,2019,5,09000300121905271654351989H,126.716
23942,121.4984164,31.26856078,2019,5,09000300121905271654458699H,110.119
23943,121.4922364,31.270278,2019,5,09000300121905271652213699H,107.83
23944,121.4927412,31.27013143,2019,5,09000300121905271652271559H,107.362
23945,121.4932447,31.26998025,2019,5,09000300121905271652324389H,105.947
23946,121.493748,31.26982902,2019,5,09000300121905271652379699H,110.383
23947,121.4942519,31.26967912,2019,5,09000300121905271652462319H,107.048
23948,121.4922177,31.27177506,2019,5,09000300121905271615057089H,182.021
23951,121.4948643,31.27163012,2019,5,09000300121905271610456869H,285.906
23952,121.4943658,31.27178913,2019,5,09000300121905271610493359H,286.214
23953,121.4938577,31.27191896,2019,5,09000300121905271610548209H,285.217
23954,121.4933462,31.27203352,2019,5,09000300121905271611009999H,286.945
23956,121.4923161,31.27224087,2019,5,09000300121905271611141489H,287.276
23957,121.4952132,31.27097314,2019,5,09000300121905271622509899H,18.937
23958,121.4950084,31.27048903,2019,5,09000300121905271622438759H,16.88
23959,121.4948285,31.26999487,2019,5,09000300121905271622379369H,18.988
23960,121.4958827,31.27138714,2019,5,09000300121905271610229089H,285.811
23961,121.496385,31.27124564,2019,5,09000300121905271610172839H,285.942
23962,121.4968952,31.27111968,2019,5,09000300121905271610105009H,286.538
23963,121.4966085,31.26958626,2019,5,09000300121905271657064739H,198.479
23964,121.4968207,31.27006701,2019,5,09000300121905271656576269H,200.257
23965,121.4970434,31.27053872,2019,5,09000300121905271656506229H,196.866
23966,121.4972053,31.27103781,2019,5,09000300121905271610080229H,284.213
23967,121.5004448,31.26851419,2019,5,09000300121905271707513019H,64.624
23970,121.4994292,31.26971342,2019,5,09000300121905271655189309H,17.377
23971,121.501192,31.26829597,2019,5,09000300121905271707589169H,61.877
23973,121.5002515,31.26782759,2019,5,09000300121905271707421089H,64.645
23974,121.4997822,31.26759148,2019,5,09000300121905271707281529H,64.552
23976,121.4987965,31.2672526,2019,5,09000300121905271707102219H,64.18
23977,121.4989567,31.26902887,2019,5,09000300121905271655076939H,17.429
23978,121.4991227,31.26952705,2019,5,09000300121905271655154559H,16.705
23979,121.498637,31.26802968,2019,5,09000300121905271706398059H,197.266
23980,121.4984653,31.26753671,2019,5,09000300121905271706473729H,195.203
23982,121.4998822,31.2704568,2019,5,09000300121905271608449139H,280.278
23983,121.5004074,31.27043979,2019,5,09000300121905271608312229H,269.894
23984,121.5009305,31.27048606,2019,5,09000300121905271608253559H,259.22
23987,121.4977033,31.27089728,2019,5,09000300121905271609192419H,284.235
23988,121.4982132,31.27078741,2019,5,09000300121905271609149439H,283.101
23990,121.4992345,31.27058463,2019,5,09000300121905271656162009H,302.107
23994,121.5025251,31.26693432,2019,5,09000300121905151330547242C,331.939
23995,121.5051144,31.2676405,2019,5,09000300121905141546410582C,66.976
23996,121.5020053,31.27009446,2019,5,09000300121905151331251772C,2.352
23997,121.5019649,31.26957004,2019,5,09000300121905151338194002C,181.235
23998,121.5019648,31.26904407,2019,5,09000300121905151331148022C,0.394
23999,121.5019647,31.26851809,2019,5,09000300121905151331089582C,355.359
24000,121.5020925,31.27199509,2019,5,09000300121905141553186612C,3.779
24001,121.5020637,31.27147035,2019,5,09000300121905151331395522C,2.947
24002,121.5020527,31.27094449,2019,5,09000300121905151331323652C,2.785
24003,121.5025485,31.27049025,2019,5,09000300121905141551380732C,274.073
24004,121.5030744,31.27049024,2019,5,09000300121905141551307242C,275.629
24005,121.5036004,31.27049023,2019,5,09000300121905141551258832C,273.981
24006,121.5041264,31.27049022,2019,5,09000300121905141551215382C,272.514
24007,121.5046524,31.27049021,2019,5,09000300121905141551142372C,270.445
24008,121.5051783,31.2704902,2019,5,09000300121905141551072812C,269.714
24009,121.5057043,31.27049019,2019,5,09000300121905141551011602C,266.598
24010,121.5062303,31.27049168,2019,5,09000300121905141550548912C,262.649
24011,121.5067481,31.27057441,2019,5,09000300121905141550479812C,259.235
24012,121.5108094,31.26821383,2019,5,09000300121905141054566102C,42.19
24013,121.5104357,31.26784366,2019,5,09000300121905141054509242C,41.836
24014,121.5100553,31.26748057,2019,5,09000300121905141054448702C,41.878
24015,121.511575,31.26892939,2019,5,09000300121905141055080822C,42.22
24016,121.5119537,31.26929433,2019,5,09000300121905141055113412C,43.124
24019,121.5088159,31.26853453,2019,5,09000300121905151411062692C,321.513
24020,121.5091862,31.26816105,2019,5,09000300121905151410598012C,321.272
24023,121.5079732,31.26867358,2019,5,09000300121905141547089502C,61.34
24024,121.5075029,31.2684392,2019,5,09000300121905141547043562C,62.266
24025,121.507003,31.26829121,2019,5,09000300121905141546589342C,67.047
24026,121.5065159,31.26809832,2019,5,09000300121905141546545442C,67.185
24027,121.5060107,31.26795567,2019,5,09000300121905141546506062C,70.396
24028,121.5055192,31.26781324,2019,5,09000300121905141546458032C,66.914
24029,121.508773,31.26909225,2019,5,09000300121905141547218662C,57.795
24030,121.5107677,31.27175821,2019,5,09000300121905151457371722C,329.641
24031,121.5109346,31.27048721,2019,5,09000300121905141548075792C,49.933
24032,121.5105018,31.27019985,2019,5,09000300121905141547586882C,51.235
24033,121.5100611,31.26992241,2019,5,09000300121905141547491632C,52.191
24034,121.509625,31.26963158,2019,5,09000300121905141547417322C,50.858
24035,121.5115768,31.2704232,2019,5,09000300121905151456415092C,333.46
24036,121.5118321,31.26996657,2019,5,09000300121905151456355852C,343.525
24037,121.5119734,31.26946283,2019,5,09000300121905141055125592C,43.429
24038,121.508427,31.27088122,2019,5,09000300121905141550195892C,253.563
24039,121.5089351,31.27099347,2019,5,09000300121905141550115842C,246.642
24040,121.5093857,31.27126364,2019,5,09000300121905141550053602C,236.262
24041,121.5098537,31.27150323,2019,5,09000300121905141549599952C,234.344
24042,121.5103238,31.27173918,2019,5,09000300121905141549511472C,231.68
24043,121.5083167,31.27040956,2019,5,09000300121905161331093082C,138.361
24044,121.5086894,31.27004048,2019,5,09000300121905161331196382C,141.551
24045,121.5090391,31.2696521,2019,5,09000300121905161331344382C,144.954
24046,121.5073994,31.27066986,2019,5,09000300121905141550369302C,260.307
24047,121.5119889,31.26931673,2019,5,09000300121905151456253942C,337.456
24050,121.513365,31.26773359,2019,5,09000300121905161358019102C,143.093
24051,121.5155407,31.26831075,2019,5,09000300121905151452417402C,338.655
24052,121.5158174,31.26786933,2019,5,09000300121905151452352612C,324.23
24053,121.5148966,31.26841562,2019,5,09000300121905151454256222C,232.805
24054,121.5144543,31.26813891,2019,5,09000300121905151454320442C,232.038
24055,121.5140238,31.26784649,2019,5,09000300121905151454370442C,235.567
24056,121.5135893,31.26755622,2019,5,09000300121905161351427122C,157.465
24057,121.5157557,31.26895109,2019,5,09000300121905161346295202C,232.588
24058,121.5163961,31.26940827,2019,5,09000300121905161346190432C,232.604
24059,121.5171341,31.26929505,2019,5,09000300121905151527575322C,151.071
24060,121.5174598,31.26888253,2019,5,09000300121905151528022242C,142.047
24066,121.5155141,31.26946372,2019,5,09000300121905161346266362C,233.456
24067,121.516023,31.26933951,2019,5,09000300121905161346236542C,233.146
24068,121.5140673,31.27126596,2019,5,09000300121905141055349342C,46.223
24069,121.5136623,31.27093041,2019,5,09000300121905141055309412C,45.005
24070,121.5132738,31.2705766,2019,5,09000300121905141055270922C,42.203
24071,121.5128985,31.27020802,2019,5,09000300121905141055220792C,41.684
24073,121.5121375,31.26948265,2019,5,09000300121905141055144502C,42.829
24074,121.5154331,31.27221292,2019,5,09000300121905141055465112C,56.466
24075,121.514974,31.27195851,2019,5,09000300121905141055426192C,53.424
24076,121.5165688,31.27029407,2019,5,09000300121905151546339812C,336.211
24077,121.5167726,31.26980934,2019,5,09000300121905151546301692C,331.705
24078,121.5161601,31.27125327,2019,5,09000300121905151546434662C,343.418
24079,121.5160001,31.27175429,2019,5,09000300121905151546481072C,345.686
24080,121.5158946,31.27226859,2019,5,09000300121905151546534032C,332.067
24081,121.5202977,31.26894057,2019,5,09000300121905151308084882C,326.967
24082,121.5205845,31.26850149,2019,5,09000300121905151308009562C,327.329
24084,121.5211664,31.26762943,2019,5,09000300121905151307488472C,337.966
24085,121.5174899,31.26812892,2019,5,09000300121905151310196002C,242.472
24086,121.5170195,31.26789357,2019,5,09000300121905151310257402C,242.273
24087,121.5165492,31.26765821,2019,5,09000300121905151310338812C,241.351
24088,121.5184447,31.26855909,2019,5,09000300121905151309232852C,239.678
24089,121.5189171,31.26878974,2019,5,09000300121905151309157232C,239.707
24090,121.5193878,31.26902443,2019,5,09000300121905151309085352C,238.964
24091,121.5198586,31.26925857,2019,5,09000300121905151308136442C,324.546
24092,121.5182973,31.26799544,2019,5,09000300121905151528214252C,105.701
24093,121.5186628,31.26761939,2019,5,09000300121905151528291292C,150.611
24094,121.5190364,31.26725075,2019,5,09000300121905151528352072C,151.157
24095,121.5193498,31.26683721,2019,5,09000300121905151529438322C,148.569
24101,121.5211034,31.26988113,2019,5,09000300121905161407004062C,231.09
24104,121.521843,31.26977461,2019,5,09000300121905161337561602C,148.141
24105,121.5221408,31.26934628,2019,5,09000300121905161338020302C,148.838
24106,121.5224835,31.26894829,2019,5,09000300121905161338106242C,148.469
24107,121.5227807,31.26851616,2019,5,09000300121905161340585422C,148.404
24108,121.5211924,31.27059684,2019,5,09000300121905161337383252C,145.346
24109,121.5208746,31.27101243,2019,5,09000300121905161337329502C,146.575
24110,121.5205358,31.27141361,2019,5,09000300121905161337278412C,145.138
24112,121.522479,31.27174434,2019,5,09000300121905161403400002C,65.987
24113,121.5229678,31.27191893,2019,5,09000300121905161403513802C,65.65
24114,121.52346,31.27208196,2019,5,09000300121905161404040752C,65.011
24115,121.5239403,31.27229404,2019,5,09000300121905161404216152C,67.113
24119,121.5253099,31.27109252,2019,5,09000300121905151252299832C,332.945
24123,121.5232968,31.26785927,2019,5,09000300121905151300110752C,150.249
24124,121.5235458,31.26739939,2019,5,09000300121905151300185602C,158.918
24125,121.523793,31.26693935,2019,5,09000300121905151300258782C,147.617
24126,121.5264928,31.26923323,2019,5,09000300121905151248542632C,328.332
24128,121.5271206,31.26839551,2019,5,09000300121905151248327742C,330.524
24130,121.5252501,31.26925285,2019,5,09000300121905141311437052C,242.191
24132,121.5242877,31.26884322,2019,5,09000300121905141311535482C,243.919
24133,121.5238269,31.26859193,2019,5,09000300121905141311580802C,242.901
24139,121.5259424,31.27097909,2019,5,09000300121905151254597982C,244.217
24140,121.5264286,31.2711727,2019,5,09000300121905151254455322C,244.778
24141,121.5269258,31.27132557,2019,5,09000300121905151254356572C,245.826
24143,121.5278686,31.27178806,2019,5,09000300121905151254217192C,245.301
24146,121.5260233,31.26997075,2019,5,09000300121905151252099362C,331.705
24151,121.5284955,31.2709246,2019,5,09000300121905141311094432C,242.898
24155,121.5300605,31.26741659,2019,5,09000300121905170949076982C,57.383
24164,121.5282054,31.26835566,2019,5,09000300121905151247002262C,71.912
24165,121.5277069,31.26819172,2019,5,09000300121905151246493042C,64.032
24166,121.5273655,31.2679473,2019,5,09000300121905151246377262C,327.056
24167,121.5277112,31.26755289,2019,5,09000300121905151246321792C,327.175
24168,121.5280262,31.26714078,2019,5,09000300121905151246237572C,323.935
24171,121.529058,31.26807672,2019,5,09000300121905151247232102C,149.679
24172,121.5293554,31.26764874,2019,5,09000300121905151247312262C,148.869
24173,121.5296681,31.26722764,2019,5,09000300121905170949000882C,58.042
24174,121.5319984,31.27214194,2019,5,09000300121905171003430722C,309.233
24176,121.5317044,31.27250705,2019,5,09000300121905141328011592C,60.352
24178,121.531047,31.27153828,2019,5,09000300121905141326030822C,57.514
24191,121.5295216,31.27139194,2019,5,09000300121905141325515832C,58.684
24192,121.5299932,31.27162411,2019,5,09000300121905141325555832C,58.072
24193,121.5304639,31.27185779,2019,5,09000300121905141326015982C,57.29
24197,121.5334402,31.26787839,2019,5,09000300121905171001084232C,227.731
24198,121.5330321,31.26754887,2019,5,09000300121905171001149702C,237.316
24199,121.5326142,31.26723036,2019,5,09000300121905171001324912C,230.248
24204,121.5357798,31.26809049,2019,5,09000300121905141405502702C,45.865
24205,121.5353648,31.26776843,2019,5,09000300121905141405441252C,42.79
24206,121.5349858,31.26740382,2019,5,09000300121905141340301632C,217.23
24209,121.5338524,31.26631474,2019,5,09000300121905141405160172C,42.919
24210,121.5334525,31.26598197,2019,5,09000300121905141405075332C,42.239
24211,121.5365475,31.26880193,2019,5,09000300121905141406094892C,41.913
24212,121.5369484,31.2691367,2019,5,09000300121905141406160792C,43.614
24213,121.5373832,31.26943066,2019,5,09000300121905141406232822C,51.552
24215,121.5366357,31.26813747,2019,5,09000300121905171009580642C,134.721
24216,121.5370759,31.26785094,2019,5,09000300121905171010106582C,131.982
24217,121.5374603,31.26749562,2019,5,09000300121905171010225872C,134.893
24218,121.5378365,31.26713023,2019,5,09000300121905171010377772C,136.72
24219,121.5347547,31.27078389,2019,5,09000300121905171052321912C,49.407
24221,121.5335895,31.27135202,2019,5,09000300121905171032194052C,239.382
24224,121.5329254,31.27135595,2019,5,09000300121905170958353332C,135.731
24225,121.533051,31.27134594,2019,5,09000300121905170958367242C,134.47
24226,121.5329348,31.27086086,2019,5,09000300121905170958394272C,138.87
24227,121.5337618,31.27191926,2019,5,09000300121905171032087642C,232.25
24229,121.5348042,31.27037813,2019,5,09000300121905171052283942C,50.797
24230,121.5352233,31.27069438,2019,5,09000300121905171052346912C,53.826
24231,121.5342572,31.27153489,2019,5,09000300121905171032050542C,236.24
24232,121.5351544,31.27146904,2019,5,09000300121905171052435482C,51.279
24233,121.5349608,31.27199248,2019,5,09000300121905171031534682C,236.583
24234,121.5370092,31.27130881,2019,5,09000300121905171053002042C,51.224
24235,121.5361711,31.27134261,2019,5,09000300121905171052524632C,50.889
24236,121.5357481,31.27103582,2019,5,09000300121905171052457852C,52.53
24237,121.5370119,31.27196828,2019,5,09000300121905171053052742C,51.023
24238,121.5374514,31.27225154,2019,5,09000300121905171053102422C,50.844
24239,121.5378992,31.27251735,2019,5,09000300121905150936561052C,316.043
24242,121.5377967,31.26977205,2019,5,09000300121905141406280242C,55.563
24243,121.5418702,31.26902578,2019,5,09000300121905150934520552C,308.482
24244,121.5423047,31.2687709,2019,5,09000300121905150934467942C,307.524
24245,121.5412109,31.26917186,2019,5,09000300121905141205002162C,53.804
24246,121.5407503,31.26892015,2019,5,09000300121905141204509502C,53.207
24249,121.5394639,31.2680301,2019,5,09000300121905141204216512C,49.215
24250,121.5390379,31.26772834,2019,5,09000300121905141204090412C,55.474
24251,121.5385716,31.26749253,2019,5,09000300121905141203555022C,49.741
24252,121.538207,31.26713009,2019,5,09000300121905141203434712C,35.071
24253,121.5420389,31.27229246,2019,5,09000300121905141407528702C,54.517
24254,121.5428545,31.27236619,2019,5,09000300121905150931463642C,120.696
24255,121.5433256,31.27213232,2019,5,09000300121905150931525882C,120.218
24256,121.5437898,31.27188973,2019,5,09000300121905150932025882C,123.578
24257,121.5420733,31.26976383,2019,5,09000300121905141205185642C,54.355
24265,121.5385705,31.2713226,2019,5,09000300121905150936242102C,313.577
24266,121.5393675,31.27186502,2019,5,09000300121905150936221152C,313.618
24271,121.5386196,31.27213251,2019,5,09000300121905150936315482C,314.055
24272,121.539095,31.2715655,2019,5,09000300121905150936221152C,313.618
24273,121.5393697,31.27062986,2019,5,09000300121905141406469062C,57.497
24276,121.5402618,31.27118153,2019,5,09000300121905141407298512C,54.153
24278,121.5410989,31.27180967,2019,5,09000300121905141407404662C,54.884
24279,121.5415575,31.27206535,2019,5,09000300121905141407464802C,53.916
24280,121.5402739,31.27065096,2019,5,09000300121905150935422392C,314.514
24281,121.5406659,31.27030363,2019,5,09000300121905150935336452C,315.745
24282,121.5410798,31.26998205,2019,5,09000300121905150935282232C,313.934
24283,121.5414548,31.26961653,2019,5,09000300121905150935203682C,326.049
24285,121.5430973,31.2681133,2019,5,09000300121905150934324722C,313.449
24286,121.5435223,31.26780383,2019,5,09000300121905150934235342C,313.271
24287,121.5439139,31.26745552,2019,5,09000300121905150934165302C,285.821
24303,121.547623,31.26999905,2019,5,09000300121905141141306152C,231.734
24304,121.5422912,31.26805905,2019,5,09000300121905151223263432C,221.429
24305,121.5419008,31.26771513,2019,5,09000300121905151223349842C,234.317
24307,121.5410423,31.26712759,2019,5,09000300121905151223565472C,227.325
24308,121.5405615,31.26692637,2019,5,09000300121905151224045942C,248.306
24309,121.5401592,31.26659915,2019,5,09000300121905151224147192C,231.467
24310,121.5398133,31.26621054,2019,5,09000300121905151224233282C,212.163
24311,121.5449487,31.27067563,2019,5,09000300121905151222187492C,217.343
24312,121.5445809,31.27030166,2019,5,09000300121905151222282962C,222.221
24313,121.5442092,31.2699314,2019,5,09000300121905151222382182C,218.395
24315,121.5434705,31.26919045,2019,5,09000300121905151222579992C,224.624
24316,121.5430969,31.26882202,2019,5,09000300121905151223060622C,223.369
24317,121.5427235,31.26845453,2019,5,09000300121905150934399632C,313.181
24318,121.5448981,31.27127546,2019,5,09000300121905150932225712C,121.683
24319,121.5444422,31.27153596,2019,5,09000300121905150932163962C,122.093
24320,121.5439751,31.27176993,2019,5,09000300121905150932080882C,119.806
24321,121.5458099,31.27163155,2019,5,09000300121905151213481492C,33.937
24322,121.5454887,31.27122433,2019,5,09000300121905151213311332C,29.255
24323,121.5463714,31.27230281,2019,5,09000300121905151214084622C,40.954
24324,121.5473951,31.2700674,2019,5,09000300121905150933187212C,125.39
24325,121.5464638,31.27051619,2019,5,09000300121905150932423952C,120.984
24326,121.5460058,31.27077105,2019,5,09000300121905150932361582C,120.32
24327,121.5455246,31.27097741,2019,5,09000300121905150932302482C,122.569
24331,121.5472218,31.27065314,2019,5,09000300121905151212384302C,208.134
24332,121.5475057,31.27109037,2019,5,09000300121905151212270702C,221.199
24333,121.547893,31.27144234,2019,5,09000300121905151212162582C,226.049
24335,121.5488207,31.27086297,2019,5,09000300121905141140283892C,231.405
