FID,lon,lat,year,month,svid,north_angle
31098,121.4387871,31.246077,2019,5,09000300121905171401086698J,320.646
31099,121.4371886,31.24858642,2019,5,09000300121905181535451228J,71.156
31100,121.438215,31.24875984,2019,5,09000300121905181536007368J,83.081
31101,121.438741,31.24875926,2019,5,09000300121905181536082528J,85.423
31102,121.4392667,31.24874934,2019,5,09000300121905181536178748J,85.316
31104,121.4373316,31.24790781,2019,5,09000300121905171402216648J,321.632
31106,121.4387969,31.24844851,2019,5,09000300121905181536082528J,85.423
31107,121.4393112,31.24850736,2019,5,09000300121905181536178748J,85.316
31108,121.4394014,31.25162221,2019,5,09000300121905171346048358J,355.241
31109,121.4400424,31.25032837,2019,5,09000300121905181521012738J,261.088
31110,121.4405666,31.25036323,2019,5,09000300121905181520548868J,261.126
31111,121.4410844,31.25044073,2019,5,09000300121905181520484648J,260.451
31112,121.4416057,31.25049423,2019,5,09000300121905181520421828J,262.353
31113,121.4421266,31.25054745,2019,5,09000300121905181520356728J,259.061
31115,121.443103,31.25026304,2019,5,09000300121905181519352108J,316.717
31116,121.4434806,31.24990379,2019,5,09000300121905181519270078J,323.032
31117,121.4438387,31.24951873,2019,5,09000300121905181519065498J,318.295
31118,121.439719,31.24962192,2019,5,09000300121905171345382218J,348.488
31120,121.4398933,31.25116844,2019,5,09000300121905171345585118J,355.029
31131,121.4375877,31.25136266,2019,5,09000300121905181524092978J,268.165
31132,121.4381084,31.25130303,2019,5,09000300121905181524027708J,291.43
31135,121.4361015,31.25184286,2019,5,09000300121905181524257258J,262.296
31136,121.4366228,31.25177554,2019,5,09000300121905181524214988J,267.696
31137,121.4353211,31.25148445,2019,5,09000300121905181524334378J,241.039
31138,121.4358513,31.25121562,2019,5,09000300121905181524308668J,246.49
31139,121.4363564,31.25133453,2019,5,09000300121905181524242258J,265.11
31140,121.4430669,31.24761459,2019,5,09000300121905181515137848J,112.756
31141,121.4425832,31.24781271,2019,5,09000300121905181515101038J,112.321
31142,121.442097,31.24800622,2019,5,09000300121905181515038408J,109.547
31143,121.441601,31.24816239,2019,5,09000300121905181514526088J,111.869
31144,121.4411167,31.24836054,2019,5,09000300121905181514425808J,114.39
31145,121.4443828,31.24894059,2019,5,09000300121905181518083568J,324.135
31146,121.4443952,31.24823597,2019,5,09000300121905181517455298J,40.812
31147,121.4440222,31.24786519,2019,5,09000300121905181517405008J,39.455
31148,121.4436491,31.24749441,2019,5,09000300121905181517317698J,27.091
31149,121.4451003,31.2490015,2019,5,09000300121905181517551398J,350.487
31151,121.4443119,31.24952865,2019,5,09000300121905181518332788J,319.099
31157,121.4505797,31.24907072,2019,5,09000300121905211145242557I,296.418
31162,121.4495906,31.2470125,2019,5,09000300121905191202088039U,327.994
31163,121.4460528,31.24712584,2019,5,09000300121905201436212297I,79.948
31166,121.4471138,31.24680116,2019,5,09000300121905191526444679U,4.012
31167,121.4470663,31.24627891,2019,5,09000300121905191526233539U,340.661
31168,121.4473436,31.24587518,2019,5,09000300121905191526142949U,318.326
31169,121.4477175,31.24550516,2019,5,09000300121905191526061659U,317.117
31170,121.4480592,31.2451063,2019,5,09000300121905191525571499U,318.881
31171,121.4466526,31.24722896,2019,5,09000300121905201436297407I,81.779
31172,121.4466611,31.24743006,2019,5,09000300121905201438232567I,81.829
31173,121.4476736,31.24745691,2019,5,09000300121905201438519917I,82.817
31174,121.4481897,31.24755268,2019,5,09000300121905201439015857I,80.756
31189,121.4482364,31.25100687,2019,5,09000300121905211203010037I,310.058
31190,121.44866,31.25069998,2019,5,09000300121905211202551987I,309.182
31191,121.4490444,31.2503436,2019,5,09000300121905211202451997I,18.944
31193,121.4477685,31.24982693,2019,5,09000300121905211038185387I,332.379
31195,121.4508235,31.24781133,2019,5,09000300121905201439294287I,88.01
31202,121.4516025,31.24663632,2019,5,09000300121905191737146919U,356.948
31207,121.4522739,31.2479448,2019,5,09000300121905201500469177I,273.418
31208,121.4527766,31.24837577,2019,5,09000300121905211116130307I,7.278
31209,121.4522808,31.24773751,2019,5,09000300121905201439424317I,92.499
31210,121.452776,31.24732392,2019,5,09000300121905201121153449U,0.054
31211,121.4527741,31.24679795,2019,5,09000300121905201118177679U,359.239
31212,121.4527891,31.24627295,2019,5,09000300121905191721400239U,304.32
31214,121.4545111,31.24653429,2019,5,09000300121905191740284089U,0.967
31215,121.4548857,31.24947368,2019,5,09000300121905211120203717I,95.626
31216,121.4543598,31.24947297,2019,5,09000300121905211120085807I,94.936
31217,121.4538338,31.24947352,2019,5,09000300121905211119590337I,91.547
31218,121.4533081,31.2494677,2019,5,09000300121905211117589457I,98.152
31219,121.455049,31.24778606,2019,5,09000300121905201440379397I,100.973
31220,121.454523,31.24778873,2019,5,09000300121905201440331977I,94.226
31221,121.4539971,31.2477914,2019,5,09000300121905201440270047I,90.45
31222,121.453472,31.24781337,2019,5,09000300121905201440107717I,92.024
31223,121.4529473,31.24784476,2019,5,09000300121905201439539217I,94.583
31224,121.4554474,31.24821154,2019,5,09000300121905211123389067I,181.279
31225,121.4553956,31.24873494,2019,5,09000300121905211121374237I,176.345
31226,121.4553742,31.2492592,2019,5,09000300121905211124281597I,0.124
31227,121.455762,31.24818723,2019,5,09000300121905211124116657I,0.613
31228,121.4557943,31.24871133,2019,5,09000300121905211124189417I,357.797
31229,121.4557679,31.24923494,2019,5,09000300121905211124281597I,0.124
31230,121.4560668,31.24753498,2019,5,09000300121905201440480497I,110.92
31231,121.4565793,31.24741937,2019,5,09000300121905201440548467I,111.91
31232,121.4570725,31.24723851,2019,5,09000300121905201441030967I,117.708
31243,121.455558,31.25078516,2019,5,09000300121905201828019027I,299.833
31244,121.4560531,31.25062077,2019,5,09000300121905201827550277I,298.13
31245,121.4565284,31.25040377,2019,5,09000300121905201827473457I,297.536
31246,121.4570233,31.25022918,2019,5,09000300121905201827392307I,296.159
31247,121.455224,31.2504537,2019,5,09000300121905201828035907I,302.126
31249,121.4550223,31.25147342,2019,5,09000300121905201828182647I,343.382
31250,121.4554523,31.25182304,2019,5,09000300121905201838211437I,103.211
31251,121.4559686,31.25173739,2019,5,09000300121905201838275337I,103.546
31252,121.4564891,31.2516627,2019,5,09000300121905201838494147I,104.348
31253,121.4584452,31.24755249,2019,5,09000300121905191822372027I,339.436
31264,121.4579944,31.24761058,2019,5,09000300121905191741113507I,286.611
31267,121.4592724,31.25037909,2019,5,09000300121905191818209087I,277.46
31270,121.4608224,31.25013905,2019,5,09000300121905191817589947I,296.478
31271,121.459476,31.2518216,2019,5,09000300121905211610491767I,110.567
31272,121.4599889,31.25173196,2019,5,09000300121905211611074007I,106.104
31273,121.4605058,31.25165761,2019,5,09000300121905211611140377I,107.536
31274,121.4610251,31.25159139,2019,5,09000300121905211611230517I,105.475
31275,121.4615376,31.25148875,2019,5,09000300121905211611305757I,103.532
31276,121.4578227,31.24990243,2019,5,09000300121905201734353967I,296.875
31279,121.4579454,31.25039201,2019,5,09000300121905201841245597I,275.321
31280,121.4580814,31.25074053,2019,5,09000300121905201841245597I,275.321
31282,121.4574273,31.25149736,2019,5,09000300121905201839035367I,104.25
31285,121.4573837,31.25063706,2019,5,09000300121905201841350027I,284.034
31286,121.4652955,31.24944816,2019,5,09000300121905191110536217I,166.558
31290,121.4639892,31.24710077,2019,5,09000300121905211305128457I,55.857
31291,121.4635496,31.24681296,2019,5,09000300121905211305088147I,57.175
31292,121.4631229,31.24650609,2019,5,09000300121905211305022677I,55.109
31294,121.4650454,31.24655936,2019,5,09000300121905211428053247I,0.202
31299,121.4661903,31.24667693,2019,5,09000300121905201627596977I,77.436
31302,121.4661144,31.24868622,2019,5,09000300121905211306454697I,55.98
31303,121.4616072,31.2495832,2019,5,09000300121905191816401927I,315.827
31308,121.4620398,31.25141024,2019,5,09000300121905211611375257I,90.937
31309,121.4628891,31.2515685,2019,5,09000300121905211611494397I,74.985
31310,121.4634983,31.2511247,2019,5,09000300121905201731380117I,171.092
31311,121.4636274,31.25061651,2019,5,09000300121905201731474227I,170.598
31312,121.463489,31.25015757,2019,5,09000300121905201732433267I,233.51
31313,121.4630326,31.24989822,2019,5,09000300121905201732515577I,240.295
31314,121.462549,31.24969391,2019,5,09000300121905201732587387I,241.389
31315,121.4620898,31.24944023,2019,5,09000300121905201733075257I,228.671
31316,121.4646323,31.25207106,2019,5,09000300121905211613493877I,74.701
31317,121.4641306,31.2519139,2019,5,09000300121905211612374647I,74.513
31318,121.4636338,31.25174182,2019,5,09000300121905211612304317I,73.337
31319,121.4652529,31.25124243,2019,5,09000300121905191055039647I,346.514
31320,121.4651637,31.25175891,2019,5,09000300121905191056056367I,349.079
31322,121.4654448,31.25067538,2019,5,09000300121905191054586737I,346.554
31323,121.4658312,31.25107725,2019,5,09000300121905211620488707I,235.939
31324,121.4662644,31.25136905,2019,5,09000300121905211620404937I,233.116
31325,121.4667187,31.25163045,2019,5,09000300121905211625041887I,147.331
31326,121.4702337,31.24922267,2019,5,09000300121905211517573057I,334.36
31327,121.4707163,31.24829555,2019,5,09000300121905211517364667I,340.346
31329,121.470964,31.24904828,2019,5,09000300121905211547288167I,249.195
31330,121.4714644,31.24920256,2019,5,09000300121905211547214887I,248.18
31331,121.4719504,31.24939602,2019,5,09000300121905211547155997I,248.276
31332,121.46632,31.24795175,2019,5,09000300121905191054331347I,346.351
31333,121.4664777,31.24745035,2019,5,09000300121905191054259487I,346.554
31334,121.4699953,31.25070139,2019,5,09000300121905211308086727I,66.373
31336,121.470966,31.25110379,2019,5,09000300121905211308208137I,65.398
31337,121.4714619,31.25127298,2019,5,09000300121905211308298517I,70.979
31338,121.4697278,31.25010867,2019,5,09000300121905211518591137I,336.214
31339,121.4671439,31.2512823,2019,5,09000300121905211625149857I,143.187
31343,121.467804,31.2495116,2019,5,09000300121905211307057687I,57.911
31344,121.4673441,31.24925676,2019,5,09000300121905211306592207I,58.535
31345,121.4668836,31.24900388,2019,5,09000300121905211306553767I,57.916
31346,121.4664564,31.24869714,2019,5,09000300121905211306489737I,53.824
31350,121.4698996,31.24961622,2019,5,09000300121905211518056197I,335.832
31351,121.4722788,31.24816794,2019,5,09000300121905201446268977I,73.765
31352,121.4735933,31.24777881,2019,5,09000300121905211341389927I,355.957
31354,121.4725624,31.24750219,2019,5,09000300121905211442379427I,233.768
31355,121.4720662,31.24733318,2019,5,09000300121905211442484697I,251.73
31357,121.4711733,31.2470425,2019,5,09000300121905211541477917I,351.352
31358,121.4724999,31.24901635,2019,5,09000300121905211441521387I,166.853
31359,121.472647,31.2485119,2019,5,09000300121905211442062187I,167.273
31360,121.4752452,31.2492647,2019,5,09000300121905201452077077I,245.558
31361,121.4744524,31.24967574,2019,5,09000300121905211520549657I,154.259
31363,121.4738075,31.24716862,2019,5,09000300121905211341103077I,348.842
31365,121.4749968,31.24794934,2019,5,09000300121905211449355957I,254.691
31366,121.4744978,31.24780923,2019,5,09000300121905211509045187I,263.727
31367,121.473984,31.2477372,2019,5,09000300121905211509157427I,267.509
31368,121.4755648,31.24788622,2019,5,09000300121905211343474937I,177.48
31369,121.475155,31.24732384,2019,5,09000300121905211343580387I,178.616
31371,121.4741219,31.24714771,2019,5,09000300121905211341071317I,348.447
31372,121.4756916,31.24684762,2019,5,09000300121905211344132727I,178.05
31375,121.4760246,31.24814621,2019,5,09000300121905211449041307I,263.229
31376,121.4765481,31.24819071,2019,5,09000300121905211448509697I,263.932
31377,121.4770686,31.24825343,2019,5,09000300121905211329517387I,165.412
31378,121.4719199,31.25083178,2019,5,09000300121905211441137277I,167.973
31381,121.4734993,31.25183347,2019,5,09000300121905211308530497I,75.466
31382,121.472996,31.25168111,2019,5,09000300121905211308482657I,76.606
31383,121.4724844,31.25155899,2019,5,09000300121905211308413747I,74.406
31384,121.4719825,31.25140241,2019,5,09000300121905211308347967I,75.237
31385,121.4743887,31.250846,2019,5,09000300121905211520274247I,166.452
31386,121.4742113,31.25133606,2019,5,09000300121905211520157437I,165.394
31388,121.4740505,31.25019504,2019,5,09000300121905211546450007I,249.306
31389,121.4735497,31.25003862,2019,5,09000300121905211546505477I,247.142
31390,121.473061,31.24984496,2019,5,09000300121905211546586307I,247.103
31391,121.4725916,31.24960766,2019,5,09000300121905211547043337I,251.286
31392,121.4741951,31.25203389,2019,5,09000300121905211309059537I,74.053
31393,121.4746809,31.2501486,2019,5,09000300121905211520476137I,151.092
31394,121.4747283,31.25216125,2019,5,09000300121905211351466327I,320.541
31396,121.4765569,31.25009203,2019,5,09000300121905211349349257I,332.699
31397,121.4755501,31.25129412,2019,5,09000300121905211349527157I,323.874
31398,121.4751648,31.25165182,2019,5,09000300121905211326174247I,144.373
31399,121.4753943,31.25072405,2019,5,09000300121905211546215267I,248.586
31400,121.4749205,31.25050019,2019,5,09000300121905211546291487I,251.613
31401,121.4806793,31.24729455,2019,5,09000300121905281556483509H,65.071
31402,121.4802122,31.24706331,2019,5,09000300121905281556401199H,54.867
31403,121.4797567,31.24680311,2019,5,09000300121905281556222179H,330.331
31404,121.4804979,31.24772559,2019,5,09000300121905281554241219H,60.377
31405,121.4800199,31.24751141,2019,5,09000300121905281554112809H,55.47
31406,121.4803708,31.24886163,2019,5,09000300121905281605017489H,265.903
31408,121.4787895,31.24822181,2019,5,09000300121905281603148939H,0.981
31409,121.4787472,31.2487453,2019,5,09000300121905281603226569H,358.843
31410,121.4788573,31.24717241,2019,5,09000300121905281602550939H,348.858
31411,121.4808859,31.24906087,2019,5,09000300121905281530577189H,172.796
31414,121.4783068,31.24774223,2019,5,09000300121905281603073299H,350.441
31415,121.4778216,31.24756837,2019,5,09000300121905211347258397I,351.94
31416,121.4772284,31.24758781,2019,5,09000300121905211329590827I,167.824
31418,121.4772089,31.24891343,2019,5,09000300121905211348170157I,344.981
31419,121.4770189,31.24940218,2019,5,09000300121905211349238817I,345.986
31420,121.4775404,31.24792041,2019,5,09000300121905211347290987I,347.357
31423,121.4773878,31.24848556,2019,5,09000300121905211348095317I,344.974
31424,121.4804547,31.2515813,2019,5,09000300121905281529454449H,171.514
31426,121.4816317,31.25072955,2019,5,09000300121905291234498599H,173.425
31427,121.4806839,31.2505316,2019,5,09000300121905281530100109H,170.696
31428,121.4802394,31.2499138,2019,5,09000300121905281604082519H,63.302
31429,121.4797695,31.2496789,2019,5,09000300121905281604031029H,63.867
31430,121.4792988,31.24944577,2019,5,09000300121905281603520749H,63.644
31431,121.4788233,31.24922339,2019,5,09000300121905281603329639H,356.837
31432,121.481639,31.25121014,2019,5,09000300121905291234292319H,80.969
31434,121.4806213,31.25109538,2019,5,09000300121905291234090859H,81.247
31435,121.4780951,31.25002147,2019,5,09000300121905291437179339H,64.648
31436,121.4776011,31.24984121,2019,5,09000300121905291437122019H,71.84
31437,121.4770927,31.24970709,2019,5,09000300121905291437069209H,67.749
31438,121.4787492,31.2496961,2019,5,09000300121905281608391749H,357.46
31439,121.4833092,31.24696733,2019,5,09000300121905291112582759H,174.433
31440,121.4827862,31.24742246,2019,5,09000300121905271437414729H,80.212
31441,121.4816734,31.24753559,2019,5,09000300121905271437301589H,76.04
31442,121.482892,31.2476736,2019,5,09000300121905271437461839H,80.373
31445,121.4826715,31.24828694,2019,5,09000300121905291110380629H,173.059
31447,121.4823847,31.24865607,2019,5,09000300121905281537298709H,83.337
31448,121.4862805,31.24861825,2019,5,09000300121905291154145889H,17.436
31449,121.4824233,31.2488868,2019,5,09000300121905281537298709H,83.337
31450,121.4819356,31.24872872,2019,5,09000300121905281537237709H,87.767
31451,121.4836603,31.24896469,2019,5,09000300121905281537588899H,95.955
31452,121.4841862,31.2489623,2019,5,09000300121905281538062499H,102.784
31453,121.4846987,31.24886465,2019,5,09000300121905281538170329H,96.787
31454,121.4852128,31.24877492,2019,5,09000300121905271552416539H,7.473
31455,121.4853046,31.24891409,2019,5,09000300121905271552452109H,5.414
31456,121.4819443,31.24718437,2019,5,09000300121905271437317969H,76.785
31457,121.4838376,31.24802505,2019,5,09000300121905281539243399H,264.965
31458,121.4833756,31.24808274,2019,5,09000300121905291110455659H,171.341
31459,121.4849933,31.24715684,2019,5,09000300121905271519121029H,19.252
31462,121.4851952,31.24818217,2019,5,09000300121905271552354819H,5.337
31463,121.485266,31.24870308,2019,5,09000300121905271552416539H,7.473
31464,121.4855765,31.24773281,2019,5,09000300121905271439332499H,90.179
31466,121.4862359,31.24926842,2019,5,09000300121905291146059559H,107.502
31468,121.4829865,31.24962108,2019,5,09000300121905291110144439H,173.861
31469,121.4831257,31.24912212,2019,5,09000300121905291110252709H,171.96
31472,121.483839,31.25008314,2019,5,09000300121905291223555749H,276.844
31473,121.4848156,31.25033632,2019,5,09000300121905271352526009H,171.787
31474,121.4833346,31.25024211,2019,5,09000300121905291224027849H,278.783
31475,121.4821155,31.25034093,2019,5,09000300121905291225095949H,267.784
31477,121.4852823,31.25075872,2019,5,09000300121905301421114339H,347.343
31478,121.4840945,31.25141091,2019,5,09000300121905291238259199H,81.051
31480,121.4846339,31.25172608,2019,5,09000300121905291238383489H,82.337
31483,121.4835589,31.250474,2019,5,09000300121905291224009439H,285.67
31484,121.4840019,31.25009789,2019,5,09000300121905291223522969H,280.084
31487,121.4860787,31.250482,2019,5,09000300121905291251518099H,43.571
31488,121.4864665,31.25083317,2019,5,09000300121905291252010479H,46.791
31489,121.4868512,31.25119145,2019,5,09000300121905291252103349H,43.707
31490,121.486246,31.24998263,2019,5,09000300121905291245029719H,93.55
31491,121.4867718,31.2499789,2019,5,09000300121905291245133659H,100.684
31492,121.4895616,31.24813089,2019,5,09000300121905271540181079H,74.077
31494,121.4900332,31.24782635,2019,5,09000300121905271403044289H,337.46
31495,121.4892514,31.2476967,2019,5,09000300121905291133415669H,152.62
31496,121.4901267,31.24841487,2019,5,09000300121905271404109879H,58.662
31497,121.4906819,31.24913029,2019,5,09000300121905291205178699H,337.347
31507,121.4883688,31.24641504,2019,5,09000300121905271401253739H,21.556
31509,121.4879156,31.24874477,2019,5,09000300121905301811026199H,38.133
31510,121.4886552,31.24874524,2019,5,09000300121905291134500439H,327.998
31511,121.4889283,31.24829775,2019,5,09000300121905291134387319H,336.293
31512,121.489146,31.24918412,2019,5,09000300121905291135256959H,123.601
31513,121.4895805,31.24888968,2019,5,09000300121905291135344719H,125.538
31514,121.4899771,31.24854704,2019,5,09000300121905291135492289H,157.627
31515,121.4881386,31.24923863,2019,5,09000300121905301537190189H,218.719
31516,121.4884498,31.24951112,2019,5,09000300121905301537156649H,221.544
31518,121.4863317,31.24864462,2019,5,09000300121905291154365379H,14.61
31519,121.4870639,31.24886477,2019,5,09000300121905291150146869H,313.04
31523,121.487109,31.24790273,2019,5,09000300121905291137054419H,318.392
31524,121.4870451,31.24725852,2019,5,09000300121905291130541339H,130.406
31525,121.4878625,31.24718797,2019,5,09000300121905291132564849H,324.658
31526,121.4881479,31.24674744,2019,5,09000300121905291132509619H,326.563
31527,121.4876366,31.24817546,2019,5,09000300121905291137492899H,150.428
31528,121.4873744,31.24686873,2019,5,09000300121905291131067869H,149.871
31529,121.4876959,31.24645633,2019,5,09000300121905291131146599H,143.804
31530,121.4885144,31.24804033,2019,5,09000300121905271539336229H,77.141
31531,121.4880344,31.24784731,2019,5,09000300121905271539236599H,57.131
31532,121.4891042,31.25050172,2019,5,09000300121905291207476219H,334.578
31534,121.4900087,31.25045533,2019,5,09000300121905301812217869H,58.32
31535,121.489561,31.25017913,2019,5,09000300121905301812169039H,53.669
31536,121.4905437,31.25140437,2019,5,09000300121905291311094109H,254.26
31537,121.4907963,31.25081513,2019,5,09000300121905301812303829H,58.81
31544,121.4919661,31.25003113,2019,5,09000300121905291353037709H,143.598
31546,121.4918658,31.25021312,2019,5,09000300121905291352582799H,151.577
31547,121.4888661,31.25030883,2019,5,09000300121905291201470829H,157.423
31548,121.4882681,31.25160525,2019,5,09000300121905291200406979H,159.739
31550,121.4885934,31.2516708,2019,5,09000300121905291208225749H,340.337
31551,121.4888119,31.25119619,2019,5,09000300121905291208089409H,342.497
31552,121.4890005,31.25207061,2019,5,09000300121905291311367189H,306.446
31553,121.4894113,31.25175327,2019,5,09000300121905291311295119H,325.134
31554,121.4897728,31.25137493,2019,5,09000300121905291311199719H,284.192
31556,121.4870122,31.25045137,2019,5,09000300121905291155198939H,0.433
31557,121.4870171,31.25097725,2019,5,09000300121905291155316169H,0.667
31558,121.4875348,31.2498249,2019,5,09000300121905291245274469H,97.476
31559,121.4868543,31.24943101,2019,5,09000300121905291154592049H,26.368
31560,121.4873549,31.25154862,2019,5,09000300121905291252192139H,48.546
31561,121.4877773,31.25135271,2019,5,09000300121905291252369209H,181.057
31562,121.4877773,31.25082674,2019,5,09000300121905291252462209H,178.225
31563,121.4877773,31.25030076,2019,5,09000300121905291252555609H,181.358
31571,121.492238,31.24958682,2019,5,09000300121905291353114799H,163.749
31572,121.4943689,31.25032413,2019,5,09000300121905271405395459H,56.729
31573,121.4948298,31.25057632,2019,5,09000300121905271405451799H,58.211
31574,121.495303,31.25080569,2019,5,09000300121905271405521379H,57.473
31576,121.4934877,31.24975941,2019,5,09000300121905271405266669H,60.797
31581,121.4957323,31.25053104,2019,5,09000300121905271406459049H,60.051
31582,121.49622,31.25071018,2019,5,09000300121905211606426148P,156.709
31595,121.4982368,31.25196944,2019,5,09000300121905271407195169H,67.233
31596,121.5009564,31.25121749,2019,5,09000300121905281206361719H,250.748
31618,121.4997389,31.25116083,2019,5,09000300121905281206530219H,247.146
31619,121.499808,31.25093106,2019,5,09000300121905281206530219H,247.146
31620,121.5009016,31.25152891,2019,5,09000300121905281206361719H,250.748
31623,121.5023638,31.25209831,2019,5,09000300121905281206008679H,248.811
31624,121.4965506,31.25069023,2019,5,09000300121905211602436638P,335.591
31625,121.4973472,31.2494162,2019,5,09000300121905211602316028P,334.18
31626,121.4976478,31.24898479,2019,5,09000300121905211602266108P,333.575
31628,121.4982059,31.24809356,2019,5,09000300121905211602191808P,333.285
31629,121.4984826,31.24764624,2019,5,09000300121905211602143088P,332.745
31630,121.4987646,31.24720238,2019,5,09000300121905211602111608P,333.25
31639,121.4984141,31.25133971,2019,5,09000300121905281207216779H,334.885
31643,121.4992052,31.25105269,2019,5,09000300121905281207067999H,265.534
31644,121.4986645,31.25195241,2019,5,09000300121905281207330949H,335.831
31645,121.5029319,31.25175877,2019,5,09000300121905281205081039H,147.044
31651,121.5147644,31.25152883,2019,5,09000300121905191748482478P,157.073
31652,121.5149538,31.25119424,2019,5,09000300121905191748515088P,163.564
31653,121.5152901,31.2516241,2019,5,09000300121905191748498708P,159.357
31654,121.5155793,31.25063433,2019,5,09000300121905191748571458P,172.359
31656,121.5156349,31.24958626,2019,5,09000300121905191749052388P,187.601
31657,121.5155981,31.2490627,2019,5,09000300121905191749085468P,189.27
31661,121.5154173,31.24696907,2019,5,09000300121905191749240188P,186.942
31662,121.5163517,31.25110571,2019,5,09000300121905191744162208P,347.968
31680,121.5160042,31.25058781,2019,5,09000300121905191744128038P,353.343
31681,121.5160447,31.25006526,2019,5,09000300121905191744092938P,358.696
31682,121.5160434,31.24953928,2019,5,09000300121905191744058308P,3.527
31685,121.5159344,31.24796881,2019,5,09000300121905191743536158P,11.653
31686,121.5158209,31.24745744,2019,5,09000300121905191743501528P,11.805
31687,121.5156886,31.24694949,2019,5,09000300121905191743465958P,10.425
31688,121.5156356,31.24642714,2019,5,09000300121905191743432268P,9.313
31692,121.5329043,31.24713479,2019,5,09000300121905221548106268A,69.381
31715,121.5344629,31.24743169,2019,5,09000300121905221550404988A,81.549
31717,121.5334419,31.24721892,2019,5,09000300121905221548197208A,75.308
31718,121.5353002,31.24709347,2019,5,09000300121905221551191458A,154.122
31719,121.5355307,31.24662269,2019,5,09000300121905221551290208A,155.284
31721,121.5354801,31.24765656,2019,5,09000300121905221556526338A,69.829
31722,121.5359878,31.2477914,2019,5,09000300121905221556593058A,69.168
31723,121.536482,31.24796655,2019,5,09000300121905221557044948A,68.543
31724,121.5369695,31.2481632,2019,5,09000300121905221557097758A,63.641
31725,121.537429,31.24841242,2019,5,09000300121905221557169238A,58.191
31726,121.5378822,31.24867898,2019,5,09000300121905221557230138A,49.656
31727,121.538316,31.24897433,2019,5,09000300121905221557315968A,49.804
31728,121.5387596,31.24925558,2019,5,09000300121905221557547668A,52.101
31746,121.5408377,31.24768941,2019,5,09000300121905221517087068A,329.554
31747,121.5411536,31.24727187,2019,5,09000300121905221515332758A,324.146
31748,121.5414656,31.24685559,2019,5,09000300121905221515236118A,327.45
31749,121.5417671,31.24643027,2019,5,09000300121905221515137728A,330.669
31750,121.5420806,31.24601104,2019,5,09000300121905221515038948A,328.86
31751,121.5423548,31.24556357,2019,5,09000300121905221422361888A,60.042
31761,121.5395673,31.2491127,2019,5,09000300121905221517461258A,322.939
31762,121.5399119,31.24871838,2019,5,09000300121905221517362788A,321.206
31763,121.5402868,31.24835023,2019,5,09000300121905221517291988A,323.137
31767,121.5410617,31.25089517,2019,5,09000300121905221518243778A,48.294
31768,121.5406419,31.25058165,2019,5,09000300121905221518191438A,49.615
31769,121.5402125,31.25027953,2019,5,09000300121905221518148928A,50.651
31770,121.5397841,31.24997585,2019,5,09000300121905221518081748A,50.657
31771,121.539375,31.24964778,2019,5,09000300121905221518014978A,47.63
31780,121.5414971,31.25118274,2019,5,09000300121905221518288708A,48.207
31782,121.5389981,31.24972183,2019,5,09000300121905221520418228A,229.829
31786,121.5472444,31.24885685,2019,5,09000300121905201627585098A,115.415
31787,121.5477308,31.24865835,2019,5,09000300121905201628061278A,117.464
31788,121.5481914,31.24840739,2019,5,09000300121905201628134188A,123.695
31789,121.5486279,31.2481311,2019,5,09000300121905201628208018A,126.375
31790,121.5490857,31.2478763,2019,5,09000300121905201628291838A,126.49
31791,121.549552,31.24763366,2019,5,09000300121905191526233428A,303.762
31792,121.5500018,31.24736394,2019,5,09000300121905191526161008A,306.244
31795,121.546467,31.24862314,2019,5,09000300121905201622182918A,34.194
31797,121.5457271,31.24787908,2019,5,09000300121905201622000658A,36.784
31798,121.545387,31.24748825,2019,5,09000300121905201621543218A,43.278
31799,121.5449855,31.24715268,2019,5,09000300121905201621463908A,33.276
31803,121.5451909,31.25007804,2019,5,09000300121905201620160688A,128.679
31804,121.5456354,31.24979866,2019,5,09000300121905201620294168A,125.766
31805,121.546085,31.24952834,2019,5,09000300121905201620370658A,126.913
31806,121.5465261,31.24924316,2019,5,09000300121905201620499618A,131.778
31814,121.551699,31.2506545,2019,5,09000300121905211412201368A,303.752
31815,121.5501255,31.25099251,2019,5,09000300121905211417028558A,121.482
31817,121.5496577,31.2513119,2019,5,09000300121905211416556908A,120.828
31834,121.5545098,31.24737911,2019,5,09000300121905211418562128A,138.786
31848,121.5614848,31.24809802,2019,5,09000300121905191452121378A,56.073
31849,121.561237,31.24837178,2019,5,09000300121905191438021128A,236.017
31851,121.5613383,31.24733533,2019,5,09000300121905191348134838A,143.747
31852,121.5616595,31.24691972,2019,5,09000300121905191348215628A,145.949
31853,121.5619747,31.24649942,2019,5,09000300121905191349263448A,144.984
31854,121.5622978,31.24608539,2019,5,09000300121905211456285338A,105.044
31855,121.559934,31.24720978,2019,5,09000300121905191451538128A,56.837
31856,121.5594874,31.24693384,2019,5,09000300121905191451474058A,56.799
31857,121.559025,31.24668498,2019,5,09000300121905191451408438A,56.238
31858,121.5585731,31.24641808,2019,5,09000300121905191451357978A,55.971
31859,121.5581489,31.24611213,2019,5,09000300121905191451299488A,60.319
31860,121.5576765,31.24588093,2019,5,09000300121905191451241688A,55.692
31861,121.557299,31.24552781,2019,5,09000300121905201746211828A,320.548
31862,121.5597064,31.24745334,2019,5,09000300121905191438225938A,235.008
31863,121.5592358,31.24721841,2019,5,09000300121905191438283218A,236.344
