name,lon,lat,May,June,July,Aug,Sep,Oct
30420,121.6211031,31.25238188,3265.125504,3355.097856,3312.959776,3359.632886,3416.259957,3371.948388
30421,121.6211479,31.25481439,3108.106568,3118.936347,3280.204754,2802.420266,3026.452954,2899.907624
30422,121.6211479,31.25428841,3131.557128,3276.06912,3159.022888,3274.829297,3334.787795,3134.743062
30423,121.6211479,31.25376244,3464.444751,3342.164939,3234.758753,3359.215139,3404.932558,3483.149264
30424,121.6211479,31.25323646,3388.733919,3375.814147,3369.975552,3384.507557,3989.000289,3830.147444
30426,121.6211989,31.25654886,2577.640759,2339.151402,2581.914428,2717.43782,2770.414458,2595.694188
30427,121.6211989,31.25602289,2840.201483,2774.298537,2916.377831,2726.007846,2936.946254,2857.425542
30428,121.6216939,31.25694218,693.6848185,694.0402959,705.8702727,865.8450471,880.2616892,1300.94557
30429,121.6220074,31.25652397,3666.313168,3595.237807,3650.978967,3715.826856,3665.29733,3722.501785
30430,121.6223704,31.2561449,1134.591133,992.1776285,1140.723725,1613.581005,1643.52707,1606.309479
30445,121.6210898,31.25185563,2841.543963,2785.870318,2685.286602,3242.800419,3383.820208,3338.028986
30446,121.6210827,31.2513297,3177.318831,3263.767552,3413.7409,3281.717206,3485.488066,2985.077139
30454,121.6306199,31.25590279,3748.417969,3849.661308,3849.882969,3749.725947,3594.071595,2960.521863
30455,121.625018,31.25306761,2020.59269,2192.641204,1989.599616,2100.085408,1722.069099,1820.181458
30458,121.6248385,31.25226647,3340.514275,3329.891562,3372.033486,3327.490449,2382.503497,1761.719119
30460,121.6286854,31.25296107,4018.001936,3789.450887,3899.435591,4127.983555,4127.785451,3963.94784
30462,121.6296233,31.25342702,3586.173938,3735.802083,3795.341013,3576.09365,3563.971497,4117.111703
30466,121.6293478,31.2540389,3608.68591,3649.651732,3759.316972,3712.430148,3382.378108,3878.296903
30467,121.6296147,31.25358895,3586.17458,3735.802465,3795.341408,3576.094419,3563.972372,4117.111903
30471,121.6301864,31.25362022,3212.903906,3116.84409,3163.139889,3202.150532,3743.52529,3692.697619
30472,121.6306478,31.25386304,3574.765587,3611.535419,3666.492389,3567.816072,3620.89229,3905.324878
30473,121.630794,31.25434762,2834.188733,2807.980141,2808.473343,2719.142633,2829.891436,3098.007605
30474,121.6307925,31.2548736,3013.249301,2935.710875,3092.105976,3115.495569,3132.647791,2821.869351
30476,121.3461414,31.24723391,3569.608222,3677.141994,3514.813111,3344.551422,3256.663483,3309.129932
30477,121.3466196,31.24701765,3240.943839,3203.393565,3200.985777,3498.018505,3462.771326,4061.567262
30478,121.3470651,31.24674113,3561.037925,3514.238434,3612.775948,3836.405147,3564.467437,3483.998441
30480,121.347945,31.2461793,2815.092291,2987.998245,2714.200776,2970.579049,2653.15391,2502.783315
30481,121.3483659,31.24586809,2597.713549,2499.053187,2590.636311,2442.456393,2516.805476,2610.607347
30482,121.348798,31.24557088,3181.351647,3421.915757,3473.413458,3219.837107,2777.047977,2855.155849
30488,121.3506475,31.24828621,3058.789018,3101.362862,3128.804949,2470.300101,2459.596201,2923.516738
30489,121.3503987,31.24782589,2130.08556,2076.696292,1980.291852,2208.936826,2421.962185,2603.308672
30490,121.3501592,31.24735808,1884.347659,1985.996313,1943.744874,1730.552882,2266.563689,2524.047581
30491,121.349908,31.24689693,3392.868372,3278.696786,3497.3967,3331.257342,3096.796282,2421.251061
30502,121.351178,31.24919082,2493.707183,2821.994865,2840.026708,2208.292377,2216.554106,2558.796991
30503,121.3514143,31.24966048,2290.316156,2557.229164,2394.434395,2143.250174,2090.726188,2438.316217
30504,121.3516484,31.25013106,2600.875764,2749.108541,2596.860372,2449.959653,2419.782669,2535.444246
30505,121.3519003,31.25059184,2494.571498,2282.832287,2419.646268,2601.910034,2380.158839,2316.03799
30506,121.3522107,31.25100865,2795.245638,3023.119132,2897.751201,2527.309622,2577.244939,2312.038222
30507,121.3525796,31.25137836,3322.568885,3208.760148,3480.979987,3152.2859,3179.132582,3238.558926
30508,121.3530013,31.25168988,3609.648517,3606.865577,3491.996195,3773.815062,3340.813202,2997.235735
30509,121.3535032,31.25181985,2990.520298,3204.584483,3257.063353,3368.298712,3712.479861,3565.67738
30510,121.3540292,31.25181998,3107.636706,2892.376754,2888.476157,3213.883446,3557.824337,3253.417208
30511,121.3545551,31.25182012,3320.558487,2934.471893,2986.333194,3369.593888,3404.164266,2946.174277
30512,121.3550739,31.25176837,3314.793382,3041.166799,3151.61442,3353.314779,3641.426051,3342.418582
30513,121.3555931,31.25171844,3202.962489,3041.933436,3197.853373,3307.31967,3600.113178,3025.878989
30514,121.3561059,31.2516304,3042.818524,2782.255766,2937.704876,3255.625802,3600.662403,3032.317126
30515,121.356631,31.25161693,3113.524635,2844.633272,3051.003262,3385.566701,3617.661876,2946.203171
30516,121.3567051,31.24972462,2309.698303,2538.284138,2430.013154,2408.047295,1854.817238,1909.56565
30517,121.3571784,31.24949614,2767.431124,2640.253822,2745.698455,2321.678444,2220.592787,1757.797405
30518,121.3576516,31.24927606,2542.979145,2738.02675,2644.030305,2434.029147,2380.036279,2535.24258
30519,121.3581309,31.24906599,2151.739442,2460.97717,2421.721693,1698.258681,1494.810274,1854.962917
30520,121.3586009,31.24883076,1991.466404,2224.837963,2157.152835,2494.159405,2529.908461,2247.383908
30521,121.3568,31.25109841,1587.399986,1494.975281,1585.522272,1838.861157,2294.655927,2129.109519
30522,121.3565538,31.2506387,2448.803437,2182.924129,2231.230255,2377.214691,2472.529465,2587.932442
30523,121.3563136,31.25017144,2360.76115,2261.287636,2302.141728,2259.768961,2386.060324,2337.98082
30524,121.3576174,31.25151591,3140.833285,2976.988497,2978.912859,3137.303904,3311.170544,2774.11617
30525,121.3581364,31.25146029,3302.30738,3028.405755,2969.363764,3351.911588,3496.553307,2447.344692
30526,121.3586568,31.25140811,3272.944944,3054.543175,3165.741486,3258.6918,3551.135702,2900.429684
30529,121.3602285,31.25132471,3388.303498,3385.603668,3325.108217,3604.043317,3669.835694,2969.357409
30530,121.3559399,31.24951182,1729.675733,1618.537359,1601.458713,1773.816944,2407.782428,1762.108429
30531,121.3556743,31.24906053,2025.892946,1881.131438,2006.28437,2204.041488,2176.58186,1878.744289
