name,lon,lat,2013_average,2019_average,2019-2013
1187,121.553978,31.36225453,4578.81995,3932.924745,-645.895205
1188,121.5544775,31.36209637,4530.413524,3868.397342,-662.0161822
1189,121.5549623,31.36189729,4481.808312,3881.161987,-600.646325
1191,121.5559508,31.36154725,4589.7759,4014.308192,-575.4677078
1193,121.5569386,31.36118875,4517.708218,3903.572607,-614.1356113
1194,121.5574363,31.36101878,4617.434976,3938.880058,-678.5549182
1195,121.5579237,31.36082276,4660.763888,4017.033375,-643.7305138
1196,121.5584227,31.36065655,4576.198236,3778.822513,-797.3757232
1197,121.5589217,31.36049034,4523.036771,3686.218019,-836.8187517
1199,121.5599147,31.36014771,4080.199163,3532.172595,-548.0265685
1201,121.5608914,31.35977651,3964.488453,3937.265625,-27.22282817
1202,121.5613788,31.35959637,4664.07562,4071.837504,-592.2381167
1203,121.5618713,31.35942741,4596.111158,3946.765206,-649.3459515
1204,121.5623669,31.3592572,4750.220693,3903.739557,-846.4811367
1206,121.5633501,31.3588953,4684.836023,3992.328855,-692.5071683
1213,121.5667991,31.35767689,3505.722771,4052.246721,546.5239503
1214,121.5672861,31.35748372,3442.337571,4149.364132,707.026561
1275,121.4210719,31.35455623,3761.642167,3357.203365,-404.4388013
1276,121.4222619,31.35425425,2331.537435,1599.27252,-732.2649148
1277,121.4224454,31.35376204,3808.761869,3474.916021,-333.8458483
1278,121.4226139,31.3532638,2470.405537,1827.651414,-642.754123
1279,121.4228059,31.35277469,3089.464527,2581.893601,-507.5709258
1280,121.4229832,31.35227959,2331.944521,1643.485054,-688.4594667
1281,121.4231612,31.35178518,2697.573648,2570.822652,-126.750996
1282,121.4233367,31.35129035,3746.961094,3538.874341,-208.0867532
1287,121.421275,31.35509617,2724.525854,1931.044506,-793.4813479
1288,121.4239676,31.35502488,3355.919472,3086.290716,-269.6287553
1289,121.4218864,31.35519742,3290.049968,2489.984926,-800.0650428
1290,121.4226143,31.35539285,3488.261834,2526.84664,-961.415194
1291,121.4231609,31.3554588,3047.146727,1726.274926,-1320.871801
1293,121.4254715,31.35535253,2185.566788,1475.348411,-710.2183776
1294,121.4259809,31.35546355,2455.300467,1755.619565,-699.6809022
1295,121.4264906,31.35558135,2835.103931,2445.015362,-390.0885687
1296,121.4270006,31.35569481,2939.38151,2206.980614,-732.4008962
1299,121.4298699,31.35339358,2970.20376,3023.999003,53.795243
1303,121.4298174,31.35480903,3032.349558,3379.120446,346.7708878
1309,121.4293634,31.35633222,3488.997185,3773.293665,284.2964805
1311,121.4279789,31.35594807,3651.465895,3488.675711,-162.7901838
1318,121.4327313,31.35715133,2614.720081,1096.093584,-1518.626496
1319,121.4329677,31.35668153,1659.837505,536.2918371,-1123.545668
1320,121.4332022,31.35621075,1109.724348,914.8450288,-194.8793188
1321,121.4334368,31.35573996,1162.158311,928.7475818,-233.4107292
1322,121.4336713,31.35526918,3766.672423,3065.025853,-701.6465697
1323,121.4339059,31.3547984,3606.322042,2620.607765,-985.7142772
1329,121.4470254,31.35930632,4318.54285,3815.883217,-502.6596332
1330,121.4424458,31.35899822,2662.24577,3247.374261,585.1284915
1331,121.4419226,31.35895245,2575.350492,2704.267916,128.9174239
1332,121.4413967,31.35895298,1646.416364,3021.992515,1375.576151
1333,121.4434886,31.3591049,4520.701492,3616.94707,-903.7544213
1341,121.4429715,31.35902168,3111.425881,3422.011923,310.5860418
1348,121.4413976,31.35849283,1779.602794,2264.352094,484.7493
1349,121.441641,31.35802814,3393.962393,2896.973915,-496.988478
1350,121.4417903,31.35752784,3884.857149,2354.610767,-1530.246382
1351,121.4416417,31.35702853,3226.938627,2834.195499,-392.7431275
1352,121.4413923,31.35656623,3980.136705,3978.47519,-1.6615155
1370,121.4553013,31.35641464,4202.03314,3332.234072,-869.7990682
1371,121.4550963,31.35692475,4808.103228,3828.78441,-979.318818
1372,121.4559253,31.35488467,4645.839002,3896.95648,-748.8825218
1373,121.4557369,31.35537529,4605.759502,4042.994067,-562.765435
1374,121.4644237,31.35740261,3099.674331,2878.099656,-221.5746747
1375,121.4639376,31.35721054,3049.579529,2922.988168,-126.5913617
1376,121.4634572,31.35700477,3362.125512,2187.669268,-1174.456244
1377,121.4629813,31.35678451,3709.341231,2820.852293,-888.488938
1378,121.4624951,31.35659255,3920.423945,3159.806545,-760.6173997
1379,121.462014,31.35638926,3740.456705,3024.156824,-716.2998815
1380,121.46153,31.35619076,3992.942955,3267.895543,-725.0474113
1381,121.4610531,31.35597355,4115.100475,3717.546843,-397.553632
1382,121.4605674,31.35578052,4391.866416,3878.711765,-513.1546507
1383,121.4600818,31.3555873,4275.899151,3252.348132,-1023.551019
1384,121.4596029,31.35537697,4455.616433,4029.947852,-425.6685803
1385,121.459119,31.35517795,4353.479981,3918.040413,-435.4395677
1386,121.4586398,31.35496831,4283.360875,3731.053209,-552.3076653
1387,121.458154,31.35477533,4041.189385,3482.499853,-558.6895323
1388,121.4576675,31.35458183,4037.969364,3961.000089,-76.9692745
1389,121.4571901,31.35436483,3132.123482,2298.379945,-833.7435368
1390,121.4567052,31.35416645,3992.008338,3034.70572,-957.3026187
1436,121.4847113,31.35610547,2691.375202,2239.040427,-452.334775
1437,121.4845052,31.35658437,1881.926027,1157.255883,-724.6701433
1438,121.484256,31.35704728,2485.878054,1854.133521,-631.7445335
1443,121.4848761,31.35742696,2485.88138,1854.137659,-631.7437205
1444,121.4850646,31.35693648,1988.592531,1537.848075,-450.744456
1445,121.4852579,31.35644786,2422.313495,1523.481694,-898.8318005
1446,121.4855129,31.35599096,1703.137086,1071.785553,-631.3515324
1447,121.4858049,31.35555452,1912.238446,1136.864723,-775.3737232
1448,121.4860679,31.35510074,2298.220459,1014.722023,-1283.498436
1449,121.4863144,31.35463937,2427.88242,1320.30744,-1107.57498
1450,121.4865903,31.35420423,3649.777707,2883.912399,-765.8653082
1451,121.4870331,31.3542732,3576.737933,2414.145024,-1162.592909
1479,121.4957676,31.35481991,2954.399888,1547.600163,-1406.799725
1480,121.4952677,31.35465828,3226.096387,1884.197108,-1341.89928
1481,121.4947674,31.35449617,3667.861851,3222.791887,-445.0699635
1482,121.4942621,31.35435108,3981.802464,3734.584888,-247.2175768
1483,121.493771,31.35416346,3935.670828,3316.830109,-618.8407188
1484,121.4932727,31.3539953,4250.864291,3647.524249,-603.3400415
1485,121.4927583,31.35390127,4234.668333,3906.201465,-328.4668682
1495,121.4972382,31.35424265,640.2887731,414.8240549,-225.4647182
1496,121.49745,31.35376155,2004.956236,1810.117035,-194.8392005
1519,121.5248479,31.35416065,3634.181444,2508.781987,-1125.399457
1520,121.5252721,31.35514905,3223.972946,3152.751116,-71.2218295
1525,121.525713,31.35610135,3933.154064,2835.323677,-1097.830387
1526,121.525929,31.35657666,4177.496894,2606.589845,-1570.907048
1532,121.5307886,31.35480734,3003.590343,1888.6154,-1114.974942
1533,121.5306043,31.35431536,3606.624214,2220.799744,-1385.824471
1535,121.5311224,31.35580302,3852.058657,4032.642443,180.5837857
1536,121.5313176,31.35628895,3882.562663,4012.576334,130.013671
1541,121.5314821,31.35527832,4266.990732,3447.885113,-819.105619
1542,121.5320006,31.35521546,4093.518837,3423.897491,-669.6213463
1544,121.5329859,31.35486053,4248.425446,3903.406798,-345.0186475
1545,121.5334827,31.35469477,4381.11053,3657.293927,-723.8166027
1546,121.5339578,31.35447095,4236.302965,4083.797515,-152.5054502
1547,121.5344471,31.35428627,4287.518516,3990.513957,-297.0045588
1558,121.5276608,31.35459534,3608.352079,3446.482233,-161.8698457
1559,121.5281308,31.35435991,3062.061985,2319.726686,-742.3352992
1560,121.5286106,31.35414862,3421.104869,2738.044785,-683.0600842
1561,121.529116,31.35401008,3278.896174,2510.780335,-768.1158392
1567,121.5353669,31.35509122,1699.045758,3085.830998,1386.78524
1568,121.5352201,31.35458734,1966.189147,2908.622851,942.4337038
1569,121.535069,31.35408369,3296.143854,3188.20387,-107.9399843
1605,121.5589185,31.36005977,4591.508543,3839.168161,-752.3403822
1606,121.5594004,31.35986532,4599.840866,3861.486484,-738.3543825
1607,121.5598946,31.35968592,4528.026167,3691.121862,-836.9043055
1608,121.5603834,31.35949321,4635.279607,3884.383836,-750.8957715
1609,121.5608773,31.35931366,4670.708013,4007.824347,-662.8836655
1610,121.5613697,31.35913028,4686.431243,4052.365079,-634.0661635
1611,121.5618582,31.35893689,4582.719261,3868.020599,-714.698662
1612,121.5623554,31.35876547,4659.977994,3832.40261,-827.5753833
1613,121.5628435,31.3585713,4747.43097,4131.12059,-616.3103807
1632,121.5639302,31.35456595,2709.32683,3380.586576,671.2597462
1633,121.564095,31.35406877,2261.238299,2807.383941,546.1456427
1634,121.5641347,31.35354596,1947.561628,2243.495925,295.9342972
1635,121.5642084,31.35303148,2785.340504,2761.360463,-23.98004117
1677,121.5734417,31.35541031,1252.945786,2129.816384,876.8705977
1678,121.5734399,31.35488437,2630.31131,3172.627035,542.3157255
1680,121.5733949,31.35383559,2893.268479,3082.686831,189.4183522
1726,121.5834238,31.35629546,4379.155323,3839.888549,-539.266774
1727,121.5839365,31.35619642,4488.328784,3895.548749,-592.7800357
1729,121.5824465,31.35650874,4317.094187,3770.437819,-546.6563677
1730,121.5829666,31.3565473,4336.470509,3928.228063,-408.2424462
1733,121.5817011,31.35748242,3991.461664,3777.297577,-214.164087
1745,121.5885123,31.35480582,3665.054423,2519.718341,-1145.336082
1746,121.5889766,31.35456578,4113.126711,3497.687242,-615.439469
1747,121.5894387,31.35432029,4282.21727,3705.786792,-576.430478
1748,121.5899102,31.35408803,4194.327047,3601.580009,-592.7470378
1749,121.5903751,31.35385012,4152.020481,3473.965109,-678.055372
1750,121.5908714,31.3536828,4306.873515,3727.996454,-578.8770608
1755,121.584486,31.35599968,4338.563621,3248.21896,-1090.344662
1766,121.3978534,31.34903724,3813.061898,2924.726885,-888.3350127
1776,121.4004744,31.34957543,3823.978783,3106.267768,-717.7110145
1777,121.3999677,31.34944651,3656.31055,2690.721752,-965.5887985
1779,121.3989656,31.34914562,3317.408778,2573.096671,-744.3121062
1782,121.4011306,31.34920081,1025.15172,524.280163,-500.8715566
1783,121.4012933,31.34870275,1575.275183,943.8836784,-631.3915046
1784,121.4014316,31.34819971,1514.308651,729.1065551,-785.202096
1785,121.4015908,31.34770038,2411.840645,740.4244965,-1671.416149
1786,121.4017328,31.34719866,2510.467904,1110.531202,-1399.936701
1787,121.4018889,31.34669824,2250.581059,1833.878581,-416.7024783
1788,121.4020322,31.34619697,2103.13031,2482.712369,379.5820595
1789,121.4021867,31.34569602,2444.633665,2724.920031,280.286366
1791,121.4024868,31.34469836,1439.765702,2301.075854,861.3101523
1792,121.4026515,31.34420603,1151.036889,918.4083214,-232.6285675
1793,121.4027871,31.34370091,1227.610469,3045.46509,1817.854621
1794,121.4029492,31.34320763,1615.420041,1136.635457,-478.7845836
1795,121.4030874,31.34270336,814.5303634,264.193519,-550.3368444
1796,121.4032418,31.3422065,2052.054044,2130.100392,78.0463485
1797,121.4033857,31.34170512,4281.204233,3380.618654,-900.5855783
1798,121.4038618,31.34160195,4203.402839,3506.062118,-697.3407207
1799,121.4043719,31.34170593,3752.512279,2962.19437,-790.3179093
1800,121.404888,31.34176738,2694.944173,2185.714691,-509.2294828
1801,121.405408,31.34181345,3216.695812,2851.88937,-364.8064425
1802,121.4059185,31.34191253,3773.849524,3547.857457,-225.9920678
1803,121.4064291,31.34201208,3704.207227,3879.831482,175.6242558
1805,121.4074653,31.342121,4449.584334,3950.753146,-498.8311888
1806,121.4079763,31.34221738,3723.159609,1795.773724,-1927.385885
1807,121.4084877,31.34231125,2472.004625,2142.507755,-329.4968702
1808,121.4090013,31.34239318,3283.511564,3900.345596,616.834032
1809,121.4095244,31.34241859,2726.906514,2583.888508,-143.018006
1812,121.4014593,31.34984514,2362.049781,1338.060998,-1023.988783
1813,121.4019603,31.34999942,3158.506674,1403.163697,-1755.342977
1814,121.4024546,31.35017221,2816.299847,1544.905969,-1271.393878
1815,121.4029614,31.35029893,1997.970757,1541.174656,-456.7961008
1816,121.4034555,31.3504729,3107.247549,1616.861914,-1490.385636
1817,121.403953,31.35063663,2817.17183,1222.856628,-1594.315202
1818,121.4044537,31.35078696,2745.811589,1188.762424,-1557.049165
1819,121.4049551,31.35093389,3502.229805,2135.390302,-1366.839504
1820,121.4054519,31.35109994,2506.60278,2064.591041,-442.0117392
1821,121.405956,31.35124003,2732.023529,2836.895321,104.8717918
1822,121.4062044,31.35077467,1298.353845,2282.535193,984.1813482
1823,121.406415,31.35029303,1743.999839,1413.471987,-330.5278517
1824,121.4066207,31.34980929,1919.194763,1552.53739,-366.6573733
1825,121.4068247,31.34932476,1946.915187,1870.312746,-76.6024415
1826,121.4070372,31.34884399,2092.27871,1571.451767,-520.826943
1827,121.4072413,31.34835957,1908.179156,1660.577145,-247.6020107
1828,121.4074383,31.3478726,2015.433383,1500.18267,-515.250713
1829,121.4076473,31.34739325,1664.694226,2195.656217,530.9619915
1830,121.4078923,31.34692862,2202.032955,1862.306619,-339.7263358
1831,121.4081275,31.3464585,796.1898629,596.2049797,-199.9848832
1832,121.4083417,31.3459813,1375.21454,1417.38912,42.17457987
1833,121.4085333,31.34549437,1209.171274,1008.401145,-200.7701295
1834,121.4087736,31.34502982,1088.355392,1171.309353,82.9539613
1835,121.4089825,31.34454973,705.5871956,1086.630279,381.0430838
1836,121.4091945,31.34407073,2372.794903,1843.480859,-529.3140437
1837,121.4093798,31.34357935,2506.105669,2803.054792,296.949123
1838,121.4095245,31.34307425,3348.060682,3480.409244,132.3485623
1839,121.4097431,31.3425981,2949.942483,2205.622183,-744.3202995
1840,121.4064714,31.35139372,3652.951552,2238.68321,-1414.268342
1841,121.4069763,31.35153975,3635.488809,3323.142501,-312.3463087
1842,121.4074818,31.35167757,3274.227651,1604.039525,-1670.188126
1843,121.4079834,31.35181366,3040.128041,1020.299796,-2019.828245
1844,121.4084793,31.35198044,3421.156195,2172.81566,-1248.340536
1845,121.4089855,31.35210932,3375.433393,1325.694337,-2049.739056
1846,121.4094698,31.35230674,3447.868616,1716.847634,-1731.020982
1847,121.4099807,31.35240647,3077.852836,1958.401305,-1119.451531
1848,121.4104904,31.35252072,3394.006876,2101.142643,-1292.864233
1860,121.4118119,31.35274213,3118.199544,2021.265043,-1096.934501
1861,121.4112872,31.35272555,3521.572224,1723.42712,-1798.145104
1864,121.4127167,31.35308641,2884.707399,1924.917339,-959.7900599
1871,121.4188523,31.35000112,3478.557756,1724.793701,-1753.764055
1872,121.4193631,31.35012558,3546.58894,3303.430279,-243.1586608
1873,121.4198738,31.35025065,3535.637619,2911.103486,-624.5341337
1874,121.4203831,31.35038091,3361.513348,3166.4432,-195.070148
1875,121.4208925,31.35051117,3335.874972,2797.597905,-538.2770677
1876,121.4214033,31.35063558,3367.543867,3229.937522,-137.606345
1877,121.421914,31.35076035,3539.946909,3275.857481,-264.0894277
1878,121.4224231,31.35089266,3734.584326,3132.460482,-602.1238445
1879,121.422933,31.35102079,3844.878845,3582.272465,-262.60638
1880,121.4179215,31.34926341,4010.998777,1474.941675,-2536.057101
1881,121.4180508,31.34875359,3489.766509,2339.585357,-1150.181152
1882,121.4181877,31.34824579,3539.962202,2271.18654,-1268.775661
1883,121.4183317,31.3477399,3473.749609,2195.319381,-1278.430229
1884,121.418485,31.34723693,3886.575992,2776.631273,-1109.94472
1885,121.4173278,31.34961429,4214.882731,1844.197848,-2370.684882
1886,121.416827,31.34946356,3920.626791,1952.455689,-1968.171101
1909,121.4235713,31.3506665,2193.020784,2532.425675,339.4048907
1910,121.4237653,31.35018053,2966.158234,2407.259218,-558.8990155
1911,121.4239366,31.34968533,3291.356197,2869.797427,-421.5587703
1912,121.4241273,31.34919777,3302.819939,3368.61916,65.79922083
1913,121.4243033,31.34870889,3655.876195,2561.541999,-1094.334196
1914,121.4244887,31.34822046,3311.097569,3011.554784,-299.542785
1915,121.4246828,31.34773454,3762.488183,2989.907768,-772.580415
1917,121.4238939,31.35122212,3184.981734,3038.46048,-146.521254
1918,121.424396,31.35136506,3664.265036,3379.764915,-284.5001207
1919,121.4249027,31.35149235,3103.160429,2454.867502,-648.2929272
1920,121.4254138,31.35159352,3384.838221,2157.480695,-1227.357526
1921,121.425923,31.3517111,3288.88651,2231.537104,-1057.349406
1922,121.4264326,31.3518266,2584.422975,2137.911297,-446.5116783
1927,121.4266238,31.35207028,3747.07887,3572.983776,-174.095094
1928,121.4299091,31.35051847,2455.385719,2041.109974,-414.2757452
1931,121.429767,31.35204994,2395.040557,2166.073056,-228.9675013
1932,121.4298154,31.35152661,2490.577185,2449.2247,-41.3524845
1936,121.430638,31.35285212,4096.689933,3888.236595,-208.4533378
1937,121.4311248,31.35304721,3647.625069,3807.478242,159.8531735
1938,121.4316166,31.35322936,3390.647979,4029.298024,638.6500452
1944,121.4268491,31.35138467,2724.356835,1945.135412,-779.2214228
1947,121.4271982,31.35203657,3921.078709,3710.7818,-210.2969087
1948,121.4277089,31.35216149,3611.126593,3147.295377,-463.8312167
1950,121.4287291,31.35241604,3616.736139,3366.184137,-250.552002
1951,121.4292389,31.35254547,3397.285324,2989.332802,-407.9525218
1952,121.4302785,31.35097998,3785.754786,3545.855555,-239.8992318
1953,121.4303448,31.35046006,2956.981694,2419.748301,-537.2333937
1954,121.4303812,31.34993658,3422.947,2910.781863,-512.165137
1956,121.4305779,31.34898209,3435.969489,3448.964206,12.9947175
1960,121.4351198,31.35237225,437.4549013,2981.343654,2543.888752
1961,121.4353548,31.35190188,333.1113065,3421.279582,3088.168276
1962,121.4355923,31.35143279,822.9521789,2709.533067,1886.580888
1963,121.4358011,31.3509508,1798.158429,3068.872752,1270.714322
1964,121.4361679,31.3503189,2743.723345,2865.022831,121.2994857
1965,121.4364078,31.34985506,2095.548263,1406.912054,-688.636209
1966,121.4366437,31.34938942,591.3635212,976.9063455,385.5428243
1967,121.4368647,31.34891674,1859.4743,2167.381912,307.9076123
1968,121.4353942,31.35057377,1405.354841,1551.893638,146.5387965
1969,121.4349065,31.3503847,2124.763962,2357.990297,233.226335
1970,121.4344157,31.35020853,1410.798393,1395.948986,-14.8494061
1971,121.4339304,31.35001322,1954.147902,1876.014773,-78.13312883
1972,121.433436,31.34984572,2194.201336,1391.307284,-802.8940521
1973,121.432955,31.34964858,3360.520282,2836.791438,-523.7288438
1974,121.4324683,31.34945616,3656.952372,3332.232862,-324.7195098
1975,121.4319823,31.34926307,4232.582728,3292.90123,-939.6814975
1976,121.4314968,31.34906546,3476.52954,3368.443146,-108.086394
1977,121.4309992,31.34890045,2507.424832,2201.697037,-305.7277955
1978,121.4386937,31.35169088,4401.861116,3870.435751,-531.4253653
1979,121.4382016,31.35150664,4486.558003,4113.467311,-373.0906922
1980,121.4377046,31.35133831,4360.369569,4070.946588,-289.4229818
1981,121.437211,31.35117121,4472.271993,4103.473228,-368.7987647
1982,121.4367255,31.35098678,4153.83998,3930.29556,-223.5444198
1983,121.4362319,31.35081005,2971.327267,3878.339359,907.0120922
1984,121.4396616,31.35209901,4310.727973,3955.658981,-355.068992
1985,121.440151,31.35228429,4312.918387,4085.813442,-227.1049452
1986,121.4406528,31.35242965,2581.812066,1211.044931,-1370.767135
1989,121.4476586,31.34996334,1976.509895,1166.337857,-810.1720375
1990,121.447903,31.34950205,3376.32893,2244.427291,-1131.90164
1991,121.4481433,31.34903811,2412.229845,2327.815554,-84.41429117
1992,121.4483783,31.34857184,4104.532035,3885.969351,-218.562684
1993,121.4486047,31.34810127,2634.822969,3685.136201,1050.313232
1994,121.4488248,31.34762844,4255.729699,3371.44776,-884.2819397
2002,121.4572572,31.35022203,3795.213348,2707.925576,-1087.287772
2003,121.4567578,31.35005696,3790.173221,2954.596722,-835.5764992
2004,121.4562655,31.3498745,4108.937764,3347.498293,-761.4394712
2005,121.4557684,31.34970766,4057.145859,3425.075774,-632.0700847
2006,121.4552712,31.34954035,4056.100606,3396.142193,-659.9584122
2007,121.4547843,31.34935012,4125.932312,3449.853078,-676.0792342
2008,121.4542897,31.34917627,4096.355063,3381.477581,-714.8774818
2009,121.4537986,31.34900277,4148.91669,3273.028058,-875.8886327
2010,121.4533034,31.34884392,4114.001591,3860.634965,-253.3666257
2011,121.452817,31.34865241,4289.995492,3569.310711,-720.6847803
2012,121.4523306,31.34846907,4097.028671,3789.01492,-308.0137513
2013,121.4518367,31.34830132,4060.24495,3961.728106,-98.51684433
2014,121.4513402,31.34813268,4197.722232,3921.640571,-276.0816617
2015,121.450844,31.34796293,4028.782017,3932.189668,-96.592349
2016,121.4503354,31.34783927,4551.802177,4053.505285,-498.2968913
2018,121.4493559,31.34747406,4356.049414,3990.657719,-365.3916948
2019,121.4579671,31.35000516,3855.654769,3356.726533,-498.9282357
2020,121.4581705,31.34952331,3895.515919,3031.493542,-864.0223765
2021,121.4583662,31.34903753,3717.598817,3294.734065,-422.8647522
2022,121.4585608,31.34855064,3653.485696,3098.732356,-554.75334
2023,121.4587578,31.34806485,3831.104407,3420.09869,-411.0057175
2024,121.4589717,31.34758562,4308.020522,3646.632064,-661.3884575
2025,121.4591785,31.34710285,3991.32507,3502.372245,-488.9528247
2026,121.459372,31.34661502,4233.662248,3583.454699,-650.207549
2027,121.459569,31.34612884,4094.540204,3045.489588,-1049.050616
2028,121.4597636,31.34564071,4127.176597,3512.513504,-614.6630933
